Date,Price,Open,High,Low,Vol.,Change %
"Dec 13, 2019",1492.3,1481.8,1493.2,1476.5,3.48K,0.62%
"Dec 12, 2019",1483.1,1490.7,1502.2,1479.9,3.97K,-0.18%
"Dec 11, 2019",1485.8,1478.5,1493,1478.2,13.73K,0.47%
"Dec 10, 2019",1478.8,1475.6,1483.5,1475.5,4.94K,0.22%
"Dec 09, 2019",1475.6,1476,1480.2,1474.2,4.77K,-0.01%
"Dec 06, 2019",1475.8,1491.3,1495.4,1474.1,5.04K,-1.19%
"Dec 05, 2019",1493.6,1492.2,1495.9,1488.4,2.35K,0.20%
"Dec 04, 2019",1490.6,1494,1500.2,1487.3,2.70K,-0.28%
"Dec 03, 2019",1494.8,1477.9,1498,1476,7.54K,1.04%
"Dec 02, 2019",1479.4,1478.2,1481.8,1470.3,9.94K,-0.26%
"Nov 29, 2019",1483.2,1473.4,1483.3,1469.6,2.65K,1.43%
"Nov 28, 2019",1462.25,1463.25,1464.55,1460.75,-,-0.60%
"Nov 27, 2019",1471.1,1477.5,1477.6,1469.5,3.62K,-0.45%
"Nov 26, 2019",1477.8,1470.9,1479.9,1467.3,9.64K,0.21%
"Nov 25, 2019",1474.7,1477.6,1479.4,1471.7,5.60K,-0.44%
"Nov 22, 2019",1481.2,1482.2,1490.4,1479.1,11.90K,0.01%
"Nov 21, 2019",1481.1,1492,1492.9,1480,3.14K,-0.70%
"Nov 20, 2019",1491.5,1492.5,1496.1,1484.1,1.83K,-0.01%
"Nov 19, 2019",1491.7,1491.7,1492.7,1482.9,2.41K,0.17%
"Nov 18, 2019",1489.2,1484,1490.8,1474.1,2.75K,0.24%
"Nov 15, 2019",1485.7,1485.4,1486.8,1480,0.76K,-0.32%
"Nov 14, 2019",1490.5,1481,1492.2,1479,2.30K,0.68%
"Nov 13, 2019",1480.4,1474.7,1484.5,1474.7,2.62K,0.66%
"Nov 12, 2019",1470.7,1473.3,1477.9,1463.5,2.49K,-0.24%
"Nov 11, 2019",1474.2,1478.3,1483.9,1466,4.32K,-0.39%
"Nov 08, 2019",1480,1486.3,1490.5,1473.9,2.09K,-0.24%
"Nov 07, 2019",1483.6,1509.9,1509.9,1478.7,6.12K,-1.78%
"Nov 06, 2019",1510.5,1502.2,1513,1501.7,2.28K,0.64%
"Nov 05, 2019",1500.9,1525,1526.7,1497.8,4.23K,-1.80%
"Nov 04, 2019",1528.4,1532.7,1533,1524.9,2.35K,0.00%
"Nov 01, 2019",1528.4,1531.3,1535,1522.5,1.60K,-0.19%
"Oct 31, 2019",1531.3,1514.4,1533.3,1513.2,2.92K,1.17%
"Oct 30, 2019",1513.6,1508.3,1515.5,1500.6,2.84K,0.40%
"Oct 29, 2019",1507.5,1511.5,1513.7,1502.6,1.81K,-0.35%
"Oct 28, 2019",1512.8,1524.8,1527.1,1509.7,0.87K,-0.62%
"Oct 25, 2019",1522.2,1521.8,1537.1,1520.1,2.13K,0.06%
"Oct 24, 2019",1521.3,1512.3,1522.4,1507.5,1.83K,0.60%
"Oct 23, 2019",1512.2,1508.1,1515.2,1507.5,0.71K,0.55%
"Oct 22, 2019",1503.9,1503.4,1507.9,1501,0.52K,-0.05%
"Oct 21, 2019",1504.6,1511,1514.9,1501.5,2.72K,-0.38%
"Oct 18, 2019",1510.4,1512.2,1513.4,1504.9,2.48K,-0.31%
"Oct 17, 2019",1515.1,1510.9,1517,1505.5,2.39K,0.28%
"Oct 16, 2019",1510.8,1501.4,1511.3,1499,4.81K,0.69%
"Oct 15, 2019",1500.4,1515.8,1519.2,1499.9,0.46K,-0.92%
"Oct 14, 2019",1514.4,1509.2,1517.2,1506.6,1.00K,0.60%
"Oct 11, 2019",1505.4,1514,1524.3,1495.3,6.69K,-0.82%
"Oct 10, 2019",1517.9,1535,1538.5,1512.9,2.99K,-0.77%
"Oct 09, 2019",1529.7,1529.6,1532,1524.2,4.42K,0.59%
"Oct 08, 2019",1520.7,1510.8,1529.9,1510.5,4.10K,-0.03%
"Oct 07, 2019",1521.1,1529.5,1529.5,1512,2.86K,-0.54%
"Oct 04, 2019",1529.4,1530.5,1536.3,1518.3,1.82K,-0.05%
"Oct 03, 2019",1530.1,1522.8,1542,1519.6,2.30K,0.36%
"Oct 02, 2019",1524.6,1503.3,1527.1,1498.5,2.72K,1.26%
"Oct 01, 2019",1505.6,1492.9,1508.3,1482.2,2.92K,1.06%
"Sep 30, 2019",1489.8,1519.8,1520.4,1487.6,2.77K,-2.20%
"Sep 27, 2019",1523.3,1529.7,1529.7,1510.8,2.76K,-0.57%
"Sep 26, 2019",1532,1532.4,1533.4,1528.9,1.00K,0.20%
"Sep 25, 2019",1528.9,1556.3,1556.3,1525.5,1.56K,-1.81%
"Sep 24, 2019",1557.1,1544.2,1559.6,1544,1.65K,0.56%
"Sep 23, 2019",1548.5,1535,1550.5,1535,1.60K,1.08%
"Sep 20, 2019",1532,1531,1540.6,1523,0.54K,0.58%
"Sep 19, 2019",1523.2,1513.3,1527.5,1513.3,1.06K,-0.63%
"Sep 18, 2019",1532.8,1525.3,1535,1508,1.74K,0.15%
"Sep 17, 2019",1530.5,1523.1,1531.6,1520.7,0.29K,0.12%
"Sep 16, 2019",1528.7,1523.9,1535.7,1520.8,0.64K,0.77%
"Sep 13, 2019",1517,1521,1532.5,1513.6,1.79K,-0.49%
"Sep 12, 2019",1524.5,1520.9,1546.5,1514.3,1.44K,0.30%
"Sep 11, 2019",1520,1513,1520.1,1513,1.60K,0.28%
"Sep 10, 2019",1515.8,1520,1523.2,1510.7,2.19K,-0.77%
"Sep 09, 2019",1527.6,1528,1539.8,1521.8,2.51K,-0.25%
"Sep 06, 2019",1531.5,1542.6,1551.9,1526.9,1.28K,-0.64%
"Sep 05, 2019",1541.3,1575,1575,1532.1,1.18K,-2.21%
"Sep 04, 2019",1576.2,1571,1578.5,1559.4,0.93K,0.27%
"Sep 03, 2019",1571.9,1556,1574.2,1547.8,2.06K,2.39%
"Sep 02, 2019",1535.15,1537.95,1540.05,1528.15,-,-0.19%
"Sep 01, 2019",1538.05,1535.25,1542.9,1535.25,-,-0.48%
"Aug 30, 2019",1545.5,1551.9,1555.8,1543.3,1.34K,-0.46%
"Aug 29, 2019",1552.6,1566.5,1574.5,1547,0.90K,-0.76%
"Aug 28, 2019",1564.5,1569.4,1571.1,1560.7,0.79K,-0.17%
"Aug 27, 2019",1567.2,1558.6,1568.6,1553.2,1.58K,0.97%
"Aug 26, 2019",1552.1,1557,1573.4,1550,0.87K,-0.03%
"Aug 23, 2019",1552.5,1518,1554,1518,0.75K,1.91%
"Aug 22, 2019",1523.4,1527,1527,1517.4,0.58K,-0.46%
"Aug 21, 2019",1530.4,1531.3,1531.4,1522.9,1.45K,0.00%
"Aug 20, 2019",1530.4,1526.5,1532.1,1526.5,0.12K,0.28%
"Aug 19, 2019",1526.2,1530,1530.2,1520.4,0.84K,-0.78%
"Aug 16, 2019",1538.2,1538.5,1540,1530,0.41K,-0.50%
"Aug 15, 2019",1545.9,1545.7,1549.5,1537.4,0.86K,0.19%
"Aug 14, 2019",1542.9,1526.8,1547.7,1525.3,2.06K,0.89%
"Aug 13, 2019",1529.3,1541.8,1559.1,1506.6,1.53K,-0.18%
"Aug 12, 2019",1532,1520,1538.4,1520,1.20K,0.57%
"Aug 09, 2019",1523.3,1526,1533.8,1522.8,0.55K,-0.05%
"Aug 08, 2019",1524,1524.4,1529.8,1519.3,0.87K,-0.63%
"Aug 07, 2019",1533.6,1500.4,1536.3,1500.4,2.45K,2.34%
"Aug 06, 2019",1498.6,1495,1500,1486,1.99K,0.51%
"Aug 05, 2019",1491,1467.2,1495.8,1467.2,1.81K,1.23%
"Aug 02, 2019",1472.9,1471.1,1475.2,1458,0.61K,1.69%
"Aug 01, 2019",1448.4,1442.6,1472.1,1428.9,1.56K,-0.36%
"Jul 31, 2019",1453.7,1459,1462,1439.8,0.76K,-0.27%
"Jul 30, 2019",1457.7,1453.3,1461.5,1451.3,0.70K,0.59%
"Jul 29, 2019",1449.2,1452.3,1454.4,1444,1.05K,0.08%
"Jul 26, 2019",1448.1,1444,1449.6,1442,0.56K,0.35%
"Jul 25, 2019",1443.1,1452.6,1461.6,1440,1.57K,-0.62%
"Jul 24, 2019",1452.1,1445.4,1457.1,1445.4,0.85K,0.14%
"Jul 23, 2019",1450,1450,1457.4,1446,1.04K,-0.36%
"Jul 22, 2019",1455.2,1453.6,1456.9,1451.6,0.61K,0.03%
"Jul 19, 2019",1454.7,1470.5,1472.8,1454.5,1.42K,-0.12%
"Jul 18, 2019",1456.4,1451.2,1476.8,1446,0.93K,0.33%
"Jul 17, 2019",1451.6,1430,1454.7,1430,0.41K,0.85%
"Jul 16, 2019",1439.3,1445.3,1445.3,1437.7,0.30K,-0.15%
"Jul 15, 2019",1441.5,1441,1443.7,1441,0.99K,0.09%
"Jul 12, 2019",1440.2,1437.2,1440.6,1436.5,0.94K,0.39%
"Jul 11, 2019",1434.6,1453.2,1453.8,1433.3,0.58K,-0.37%
"Jul 10, 2019",1439.9,1421.2,1446.4,1421.2,1.80K,0.86%
"Jul 09, 2019",1427.6,1424.3,1428.2,1416.5,1.37K,0.06%
"Jul 08, 2019",1426.8,1425.6,1435,1423.5,0.86K,0.04%
"Jul 05, 2019",1426.3,1448,1448,1420.6,0.86K,0.19%
"Jul 04, 2019",1423.55,1421.25,1426.65,1412.85,-,-1.56%
"Jul 03, 2019",1446.1,1447.8,1457.7,1447.8,1.13K,0.91%
"Jul 02, 2019",1433.1,1416.9,1442.5,1416.9,0.43K,1.36%
"Jul 01, 2019",1413.9,1424.5,1424.5,1414.3,0.32K,-1.64%
"Jun 28, 2019",1437.5,1435.6,1438.9,1435.5,1.26K,0.15%
"Jun 27, 2019",1435.4,1433.8,1434.9,1429.5,2.56K,-0.22%
"Jun 26, 2019",1438.6,1444.3,1445.8,1430,1.31K,-0.22%
"Jun 25, 2019",1441.8,1446.2,1462.9,1439.1,1.80K,0.03%
"Jun 24, 2019",1441.4,1431.6,1445.8,1429.1,0.23K,1.26%
"Jun 21, 2019",1423.4,1415.7,1432.4,1410.4,0.72K,0.22%
"Jun 20, 2019",1420.3,1386.9,1419.9,1386.9,0.46K,3.41%
"Jun 19, 2019",1373.5,1374.5,1386,1370.6,0.42K,-0.15%
"Jun 18, 2019",1375.5,1367.2,1375.5,1367,0.11K,0.57%
"Jun 17, 2019",1367.7,1369.3,1370.2,1361.6,0.41K,-0.14%
"Jun 14, 2019",1369.6,1373.6,1380.1,1366.8,0.74K,0.06%
"Jun 13, 2019",1368.8,1362.8,1368.8,1362.8,0.49K,0.48%
"Jun 12, 2019",1362.3,1365.2,1365.8,1363,0.59K,0.40%
"Jun 11, 2019",1356.9,1350.5,1356.1,1350.5,1.01K,0.16%
"Jun 10, 2019",1354.8,1365.8,1365.8,1354.4,0.31K,-1.14%
"Jun 07, 2019",1370.4,1359.6,1376.1,1359.6,0.74K,0.26%
"Jun 06, 2019",1366.9,1362.6,1365.4,1362.6,1.33K,0.60%
"Jun 05, 2019",1358.8,1364,1364,1364,0.74K,0.31%
"Jun 04, 2019",1354.6,1352.2,1352.2,1352.1,0.31K,0.09%
"Jun 03, 2019",1353.4,1342.4,1355.5,1342.4,0.99K,1.16%
"May 31, 2019",1337.9,1323.2,1335.9,1323.2,0.17K,1.36%
"May 30, 2019",1319.9,1307.9,1312.7,1307.9,0.08K,0.49%
"May 29, 2019",1313.5,1316.3,1316.6,1316,0.46K,0.25%
"May 28, 2019",1310.2,1304.3,1304.3,1304.3,0.20K,1.97%
"May 27, 2019",1284.95,1284.25,1286.85,1283.25,-,0.06%
"May 26, 2019",1284.15,1284.2,1285.15,1283.65,-,-2.49%
"May 24, 2019",1316.9,1315.5,1317,1315.5,0.07K,-0.13%
"May 23, 2019",1318.6,1311.9,1319.3,1311.9,0.47K,0.80%
"May 22, 2019",1308.1,1306.9,1306.9,1306.9,1.62K,0.09%
"May 21, 2019",1306.9,1304.8,1304.9,1302.9,0.27K,-0.31%
"May 20, 2019",1311,1307,1309.7,1307,0.08K,0.15%
"May 17, 2019",1309,1318.9,1320.7,1309.8,0.21K,-0.80%
"May 16, 2019",1319.6,1326.8,1326.8,1318.4,0.11K,-0.83%
"May 15, 2019",1330.7,1332.6,1334,1329.5,0.34K,0.08%
"May 14, 2019",1329.6,1332.2,1332.2,1330.1,0.20K,-0.44%
"May 13, 2019",1335.5,1321.9,1335.5,1319.2,0.66K,1.00%
"May 10, 2019",1322.3,1323.1,1323.1,1323.1,0.05K,0.16%
"May 09, 2019",1320.2,1319.2,1319.2,1319.2,0.04K,0.28%
"May 08, 2019",1316.5,1321.2,1321.2,1316,0.30K,-0.33%
"May 07, 2019",1320.9,1315.1,1315.1,1314.8,0.12K,0.14%
"May 06, 2019",1319.1,1320.7,1320.7,1319.7,0.01K,0.17%
"May 03, 2019",1316.8,1315.4,1315.4,1314.9,0.02K,0.73%
"May 02, 2019",1307.3,1310,1310,1303.8,0.04K,-0.91%
"May 01, 2019",1319.3,1321.3,1322,1317.4,0.26K,-0.11%
"Apr 30, 2019",1320.7,1320.9,1322.1,1317.8,0.21K,0.31%
"Apr 29, 2019",1316.6,1284.8,1284.9,1277.1,0.14K,-0.57%
"Apr 26, 2019",1324.2,1319.4,1324.2,1319.4,0.38K,0.68%
"Apr 25, 2019",1315.2,1310.5,1310.5,1310.5,0.00K,0.02%
"Apr 24, 2019",1314.9,1268.4,1273.9,1267.8,0.15K,0.47%
"Apr 23, 2019",1308.7,1309.4,1309.4,1306.7,0.06K,-0.36%
"Apr 22, 2019",1313.4,1273.5,1273.5,1273.5,0.00K,2.78%
"Apr 19, 2019",1277.9,1277.9,1277.9,1277.9,-,-2.58%
"Apr 18, 2019",1311.8,1310.9,1313.1,1308.9,0.08K,-0.05%
"Apr 17, 2019",1312.5,1314.6,1314.6,1311.9,0.06K,-0.05%
"Apr 16, 2019",1313.2,1319,1319,1312.5,0.18K,-1.08%
"Apr 15, 2019",1327.5,1321.9,1323,1321.9,0.02K,-0.29%
"Apr 12, 2019",1331.4,1333.2,1333.2,1333.2,0.23K,0.19%
"Apr 11, 2019",1328.9,1335.9,1335.9,1335.9,0.04K,-1.52%
"Apr 10, 2019",1349.4,1343.7,1346.9,1341.8,0.08K,0.41%
"Apr 09, 2019",1343.9,1338.4,1344.4,1338.4,0.00K,0.49%
"Apr 08, 2019",1337.4,1339.1,1339.1,1339.1,0.00K,0.47%
"Apr 05, 2019",1331.1,1327.8,1327.8,1327.8,0.05K,0.12%
"Apr 04, 2019",1329.5,1325.8,1325.8,1316.1,0.04K,-0.08%
"Apr 03, 2019",1330.6,1331.8,1331.8,1331.8,0.05K,-0.01%
"Apr 02, 2019",1330.7,1329.1,1331.4,1328.5,0.07K,0.09%
"Apr 01, 2019",1329.5,1328.1,1328.1,1328.1,0.03K,-0.30%
"Mar 29, 2019",1333.5,1322.9,1334,1322.9,0.01K,0.27%
"Mar 28, 2019",1329.9,1345.8,1347.9,1345.8,0.11K,-1.58%
"Mar 27, 2019",1351.3,1357.5,1357.5,1352,0.14K,-0.37%
"Mar 26, 2019",1356.3,1354.8,1354.8,1348,0.05K,-0.56%
"Mar 25, 2019",1363.9,1359,1361,1358.3,0.14K,0.75%
"Mar 22, 2019",1353.8,1348.5,1349.1,1346.4,0.06K,0.36%
"Mar 21, 2019",1349,1357.9,1357.9,1357.9,0.12K,0.41%
"Mar 20, 2019",1343.5,1344.9,1344.9,1344.6,0.02K,-0.39%
"Mar 19, 2019",1348.7,1352.8,1352.8,1352.8,0.00K,0.39%
"Mar 18, 2019",1343.4,1346.8,1346.8,1346.8,0.01K,-0.09%
"Mar 15, 2019",1344.6,1344,1344,1344,0.01K,0.58%
"Mar 14, 2019",1336.9,1337,1337,1337,0.23K,-1.07%
"Mar 13, 2019",1351.4,1350.3,1350.3,1350.3,0.02K,0.86%
"Mar 12, 2019",1339.9,1333.8,1333.8,1333.8,0.08K,0.50%
"Mar 11, 2019",1333.3,1334.6,1334.6,1334.6,0.01K,-0.63%
"Mar 08, 2019",1341.8,1342.9,1342.9,1342.9,0.00K,1.02%
"Mar 07, 2019",1328.2,1329.4,1329.4,1329.4,0.04K,-0.12%
"Mar 06, 2019",1329.8,1327.5,1327.5,1327.5,0.14K,0.23%
"Mar 05, 2019",1326.8,1328,1328,1328,0.00K,-0.21%
"Mar 04, 2019",1329.6,1336.5,1339.8,1327.4,0.02K,-0.89%
"Mar 01, 2019",1341.6,1351.6,1351.6,1351.6,0.13K,-1.25%
"Feb 28, 2019",1358.6,1364.3,1364.3,1363.9,0.00K,-0.38%
"Feb 27, 2019",1363.8,1371,1371,1371,0.00K,-0.54%
"Feb 26, 2019",1371.2,1370.1,1370.1,1370.1,0.00K,-0.07%
"Feb 25, 2019",1372.2,1373.1,1373.1,1373.1,0.00K,-0.25%
"Feb 22, 2019",1375.7,1370.3,1374.1,1370.3,0.01K,0.39%
"Feb 21, 2019",1370.4,1377.1,1377.1,1377.1,0.05K,-1.47%
"Feb 20, 2019",1390.8,1389.9,1389.9,1389.9,0.03K,0.22%
"Feb 19, 2019",1387.8,1371.6,1381.1,1371.6,0.04K,4.38%
"Feb 18, 2019",1329.55,1324.35,1330.75,1324.05,-,0.40%
"Feb 17, 2019",1324.25,1324.65,1324.95,1323.85,-,-2.99%
"Feb 15, 2019",1365.1,1364.9,1364.9,1364.9,0.03K,0.59%
"Feb 14, 2019",1357.1,1305,1311.8,1301.6,0.07K,-0.10%
"Feb 13, 2019",1358.5,1354,1354,1346.5,0.05K,0.10%
"Feb 12, 2019",1357.1,1357.3,1357.3,1357.3,0.00K,0.15%
"Feb 11, 2019",1355.1,1353.6,1353.6,1353.6,0.03K,-0.48%
"Feb 08, 2019",1361.7,1355.1,1355.1,1355.1,0.17K,0.31%
"Feb 07, 2019",1357.5,1351.3,1356.7,1351.3,0.05K,-0.01%
"Feb 06, 2019",1357.7,1360.8,1360.8,1360.8,0.00K,-0.35%
"Feb 05, 2019",1362.5,1361.9,1362.5,1361.9,0.00K,0.02%
"Feb 04, 2019",1362.2,1360.3,1360.3,1358.1,0.00K,-0.21%
"Feb 01, 2019",1365,1368.6,1368.6,1368.6,0.00K,-0.21%
"Jan 31, 2019",1367.9,1366.3,1366.4,1366.3,0.00K,0.65%
"Jan 30, 2019",1359.1,1358.8,1358.9,1358.8,0.05K,0.03%
"Jan 29, 2019",1358.7,1351,1354.4,1351,0.20K,0.43%
"Jan 28, 2019",1352.9,1348.7,1348.7,1348.7,0.00K,0.43%
"Jan 25, 2019",1347.1,1340.2,1347,1340.2,0.03K,1.38%
"Jan 24, 2019",1328.7,1324.7,1325.1,1324.7,0.05K,-0.33%
"Jan 23, 2019",1333.1,1281.7,1283.9,1278.7,0.02K,0.07%
"Jan 22, 2019",1332.2,1283.3,1283.3,1283.2,0.15K,4.16%
"Jan 21, 2019",1279.05,1281.95,1282.95,1276.15,-,-0.23%
"Jan 20, 2019",1282.05,1281.3,1282.7,1280.5,-,-3.74%
"Jan 18, 2019",1331.9,1281.3,1281.3,1281.3,0.00K,-0.73%
"Jan 17, 2019",1341.7,1339.2,1339.2,1339,0.00K,-0.10%
