Date,exchange_rate,
2007-11-09,1.4667,0.6818026863
2007-11-12,1.4534,0.6880418329
2007-11-13,1.4604,0.6847439058
2007-11-14,1.4653,0.682454105
2007-11-15,1.462,0.683994528
2007-11-16,1.4663,0.681988679
2007-11-19,1.4663,0.681988679
2007-11-20,1.4821,0.6747183051
2007-11-21,1.4854,0.6732193349
2007-11-23,1.4836,0.6740361283
2007-11-26,1.4878,0.6721333513
2007-11-27,1.4821,0.6747183051
2007-11-28,1.4831,0.6742633673
2007-11-29,1.474,0.6784260516
2007-11-30,1.4628,0.6836204539
2007-12-03,1.467,0.6816632584
2007-12-04,1.4765,0.6772773451
2007-12-05,1.4614,0.6842753524
2007-12-06,1.4627,0.6836671908
2007-12-07,1.4653,0.682454105
2007-12-10,1.4713,0.6796710392
2007-12-11,1.4655,0.682360969
2007-12-12,1.4704,0.6800870511
2007-12-13,1.4632,0.6834335703
2007-12-14,1.4422,0.6933851061
2007-12-17,1.4398,0.6945409085
2007-12-18,1.4407,0.6941070313
2007-12-19,1.4377,0.695555401
2007-12-20,1.4318,0.6984215673
2007-12-21,1.4356,0.6965728615
2007-12-24,1.4398,0.6945409085
2007-12-26,1.449,0.6901311249
2007-12-27,1.4611,0.6844158511
2007-12-28,1.4714,0.6796248471
2007-12-31,1.4588,0.6854949273
2008-01-02,1.4726,0.6790710308
2008-01-03,1.4743,0.6782880011
2008-01-04,1.4751,0.677920141
2008-01-07,1.4685,0.6809669731
2008-01-08,1.4707,0.6799483239
2008-01-09,1.4662,0.682035193
2008-01-10,1.4805,0.675447484
2008-01-11,1.4776,0.6767731456
2008-01-14,1.4867,0.6726306585
2008-01-15,1.48,0.6756756757
2008-01-16,1.4649,0.6826404533
2008-01-17,1.4641,0.6830134554
2008-01-18,1.4615,0.6842285323
2008-01-22,1.4637,0.6832001093
2008-01-23,1.4628,0.6836204539
2008-01-24,1.4757,0.6776445077
2008-01-25,1.4671,0.681616795
2008-01-28,1.4786,0.6763154335
2008-01-29,1.4773,0.6769105801
2008-01-30,1.4878,0.6721333513
2008-01-31,1.4863,0.67281168
2008-02-01,1.4798,0.6757669955
2008-02-04,1.4826,0.6744907595
2008-02-05,1.4648,0.6826870563
2008-02-06,1.4612,0.6843690118
2008-02-07,1.4483,0.6904646827
2008-02-08,1.4511,0.6891323823
2008-02-11,1.4525,0.6884681583
2008-02-12,1.4581,0.6858240176
2008-02-13,1.4569,0.686388908
2008-02-14,1.4637,0.6832001093
2008-02-15,1.4677,0.6813381481
2008-02-19,1.4727,0.6790249202
2008-02-20,1.4711,0.6797634423
2008-02-21,1.4807,0.6753562504
2008-02-22,1.4829,0.6743543058
2008-02-25,1.4826,0.6744907595
2008-02-26,1.4983,0.6674230795
2008-02-27,1.5115,0.6615944426
2008-02-28,1.5213,0.6573325445
2008-02-29,1.518,0.6587615283
2008-03-03,1.5204,0.6577216522
2008-03-04,1.521,0.6574621959
2008-03-05,1.5268,0.6549646319
2008-03-06,1.5387,0.6498992656
2008-03-07,1.5344,0.6517205422
2008-03-10,1.5339,0.6519329813
2008-03-11,1.533,0.6523157208
2008-03-12,1.5551,0.6430454633
2008-03-13,1.564,0.6393861893
2008-03-14,1.5671,0.6381213707
2008-03-17,1.5728,0.6358087487
2008-03-18,1.5624,0.6400409626
2008-03-19,1.5626,0.6399590426
2008-03-20,1.5437,0.6477942605
2008-03-24,1.5424,0.648340249
2008-03-25,1.5629,0.6398362019
2008-03-26,1.5846,0.6310740881
2008-03-27,1.5783,0.6335931065
2008-03-28,1.5794,0.6331518298
2008-03-31,1.5771,0.6340752013
2008-04-01,1.5607,0.6407381303
2008-04-02,1.5691,0.637308011
2008-04-03,1.5682,0.6376737661
2008-04-04,1.5738,0.6354047528
2008-04-07,1.5701,0.6369021081
2008-04-08,1.5699,0.6369832473
2008-04-09,1.5829,0.6317518479
2008-04-10,1.5742,0.6352432982
2008-04-11,1.5802,0.6328312872
2008-04-14,1.5843,0.6311935871
2008-04-15,1.5791,0.633272117
2008-04-16,1.5946,0.6271165182
2008-04-17,1.5897,0.6290495062
2008-04-18,1.5813,0.6323910706
2008-04-21,1.5906,0.6286935748
2008-04-22,1.5994,0.6252344629
2008-04-23,1.5889,0.6293662282
2008-04-24,1.5678,0.6378364587
2008-04-25,1.5628,0.6398771436
2008-04-28,1.5658,0.6386511687
2008-04-29,1.5564,0.6425083526
2008-04-30,1.5619,0.6402458544
2008-05-01,1.5469,0.6464541987
2008-05-02,1.5423,0.6483822862
2008-05-05,1.5493,0.6454527851
2008-05-06,1.5529,0.6439564685
2008-05-07,1.5387,0.6498992656
2008-05-08,1.5402,0.649266329
2008-05-09,1.5481,0.6459531038
2008-05-12,1.5545,0.6432936636
2008-05-13,1.546,0.6468305304
2008-05-14,1.5475,0.6462035541
2008-05-15,1.5439,0.6477103439
2008-05-16,1.5575,0.6420545746
2008-05-19,1.5514,0.6445790899
2008-05-20,1.5654,0.6388143605
2008-05-21,1.5795,0.6331117442
2008-05-22,1.5729,0.635768326
2008-05-23,1.576,0.6345177665
2008-05-27,1.5682,0.6376737661
2008-05-28,1.5639,0.6394270733
2008-05-29,1.5515,0.6445375443
2008-05-30,1.5554,0.642921435
2008-06-02,1.5541,0.6434592369
2008-06-03,1.5441,0.6476264491
2008-06-04,1.5431,0.6480461409
2008-06-05,1.5587,0.6415602746
2008-06-06,1.5776,0.6338742394
2008-06-09,1.5642,0.6393044368
2008-06-10,1.5461,0.6467886941
2008-06-11,1.5552,0.6430041152
2008-06-12,1.5447,0.6473748948
2008-06-13,1.538,0.6501950585
2008-06-16,1.5467,0.6465377901
2008-06-17,1.5507,0.6448700587
2008-06-18,1.5524,0.6441638753
2008-06-19,1.5502,0.6450780544
2008-06-20,1.5604,0.6408613176
2008-06-23,1.552,0.6443298969
2008-06-24,1.5567,0.6423845314
2008-06-25,1.5668,0.6382435537
2008-06-26,1.5756,0.6346788525
2008-06-27,1.5793,0.6331919205
2008-06-30,1.5755,0.6347191368
2008-07-01,1.5791,0.633272117
2008-07-02,1.5879,0.6297625795
2008-07-03,1.5694,0.6371861858
2008-07-07,1.572,0.6361323155
2008-07-08,1.5667,0.6382842918
2008-07-09,1.574,0.6353240152
2008-07-10,1.5785,0.6335128286
2008-07-11,1.5936,0.6275100402
2008-07-14,1.5904,0.6287726358
2008-07-15,1.5917,0.6282590941
2008-07-16,1.5822,0.6320313488
2008-07-17,1.5864,0.6303580434
2008-07-18,1.5846,0.6310740881
2008-07-21,1.5924,0.6279829189
2008-07-22,1.5781,0.6336734047
2008-07-23,1.5689,0.6373892536
2008-07-24,1.5678,0.6378364587
2008-07-25,1.5708,0.6366182837
2008-07-28,1.5742,0.6352432982
2008-07-29,1.5584,0.6416837782
2008-07-30,1.5574,0.6420958007
2008-07-31,1.5599,0.641066735
2008-08-01,1.5562,0.6425909266
2008-08-04,1.5575,0.6420545746
2008-08-05,1.5456,0.6469979296
2008-08-06,1.541,0.6489292667
2008-08-07,1.5324,0.6525711303
2008-08-08,1.5004,0.6664889363
2008-08-11,1.4897,0.6712760959
2008-08-12,1.4917,0.670376081
2008-08-13,1.4922,0.6701514542
2008-08-14,1.4807,0.6753562504
2008-08-15,1.4686,0.6809206047
2008-08-18,1.4695,0.6805035726
2008-08-19,1.4792,0.6760411033
2008-08-20,1.4738,0.6785181164
2008-08-21,1.4904,0.6709608159
2008-08-22,1.4792,0.6760411033
2008-08-25,1.4752,0.6778741866
2008-08-26,1.4649,0.6826404533
2008-08-27,1.4714,0.6796248471
2008-08-28,1.4694,0.6805498843
2008-08-29,1.4671,0.681616795
2008-09-02,1.4515,0.6889424733
2008-09-03,1.4488,0.6902263943
2008-09-04,1.4231,0.7026913077
2008-09-05,1.4267,0.7009182028
2008-09-08,1.4127,0.7078643732
2008-09-09,1.4129,0.707764173
2008-09-10,1.3968,0.7159221077
2008-09-11,1.4025,0.7130124777
2008-09-12,1.4221,0.70318543
2008-09-15,1.4263,0.7011147725
2008-09-16,1.4132,0.7076139258
2008-09-17,1.4304,0.6991051454
2008-09-18,1.4316,0.6985191394
2008-09-19,1.4466,0.6912760957
2008-09-22,1.4789,0.6761782406
2008-09-23,1.4645,0.6828269034
2008-09-24,1.4612,0.6843690118
2008-09-25,1.4617,0.6841349114
2008-09-26,1.4612,0.6843690118
2008-09-29,1.442,0.693481276
2008-09-30,1.4111,0.7086669974
2008-10-01,1.401,0.7137758744
2008-10-02,1.3819,0.7236413633
2008-10-03,1.377,0.7262164125
2008-10-06,1.3487,0.7414547342
2008-10-07,1.3592,0.7357268982
2008-10-08,1.3631,0.7336218913
2008-10-09,1.3589,0.7358893222
2008-10-10,1.3407,0.7458790184
2008-10-13,1.3586,0.736051818
2008-10-14,1.3622,0.7341065923
2008-10-15,1.3462,0.7428316743
2008-10-16,1.3476,0.7420599584
2008-10-17,1.3407,0.7458790184
2008-10-20,1.3349,0.7491197843
2008-10-21,1.3056,0.7659313725
2008-10-22,1.2851,0.7781495603
2008-10-23,1.2991,0.7697636825
2008-10-24,1.2622,0.7922674695
2008-10-27,1.2458,0.8026970621
2008-10-28,1.2719,0.7862253322
2008-10-29,1.2962,0.7714858818
2008-10-30,1.2909,0.7746533426
2008-10-31,1.2726,0.785792865
2008-11-03,1.2646,0.7907638779
2008-11-04,1.3034,0.7672241829
2008-11-05,1.2953,0.7720219254
2008-11-06,1.2693,0.787835815
2008-11-07,1.2762,0.783576242
2008-11-10,1.2728,0.7856693903
2008-11-11,1.2517,0.7989134777
2008-11-12,1.2473,0.8017317406
2008-11-13,1.279,0.7818608288
2008-11-14,1.2689,0.7880841674
2008-11-17,1.2646,0.7907638779
2008-11-18,1.2624,0.7921419518
2008-11-19,1.2521,0.7986582541
2008-11-20,1.2464,0.8023106547
2008-11-21,1.2574,0.7952918721
2008-11-24,1.2909,0.7746533426
2008-11-25,1.3058,0.7658140603
2008-11-26,1.2887,0.7759757896
2008-11-28,1.2698,0.7875255946
2008-12-01,1.2622,0.7922674695
2008-12-02,1.271,0.7867820614
2008-12-03,1.2706,0.7870297497
2008-12-04,1.2776,0.7827175955
2008-12-05,1.2716,0.786410821
2008-12-08,1.2944,0.7725587145
2008-12-09,1.2914,0.7743534149
2008-12-10,1.3011,0.7685804319
2008-12-11,1.3355,0.7487832273
2008-12-12,1.3374,0.7477194557
2008-12-15,1.37,0.7299270073
2008-12-16,1.406,0.7112375533
2008-12-17,1.4387,0.6950719399
2008-12-18,1.4215,0.7034822371
2008-12-19,1.3921,0.7183391998
2008-12-22,1.3945,0.7171029043
2008-12-23,1.3947,0.7170000717
2008-12-24,1.4007,0.7139287499
2008-12-26,1.4058,0.7113387395
2008-12-29,1.3971,0.7157683774
2008-12-30,1.4071,0.7106815436
2008-12-31,1.3977,0.7154611147
2009-01-02,1.3852,0.7219174126
2009-01-05,1.3615,0.734484025
2009-01-06,1.3523,0.7394808844
2009-01-07,1.3635,0.733406674
2009-01-08,1.3711,0.7293414047
2009-01-09,1.3427,0.7447680048
2009-01-12,1.3366,0.7481669909
2009-01-13,1.3194,0.7579202668
2009-01-14,1.3175,0.7590132827
2009-01-15,1.3141,0.7609770946
2009-01-16,1.3288,0.7525586996
2009-01-20,1.2888,0.7759155804
2009-01-21,1.3056,0.7659313725
2009-01-22,1.3,0.7692307692
2009-01-23,1.2983,0.7702380035
2009-01-26,1.318,0.7587253414
2009-01-27,1.3148,0.7605719501
2009-01-28,1.3142,0.7609191904
2009-01-29,1.2948,0.7723200494
2009-01-30,1.2803,0.7810669374
2009-02-02,1.2842,0.7786949073
2009-02-03,1.3036,0.7671064744
2009-02-04,1.2839,0.7788768596
2009-02-05,1.2781,0.7824113919
2009-02-06,1.2924,0.7737542556
2009-02-09,1.3014,0.768403258
2009-02-10,1.2894,0.7755545215
2009-02-11,1.2897,0.775374118
2009-02-12,1.2868,0.7771215418
2009-02-13,1.2887,0.7759757896
2009-02-17,1.26,0.7936507937
2009-02-18,1.2537,0.7976389886
2009-02-19,1.2666,0.7895152376
2009-02-20,1.2833,0.7792410192
2009-02-23,1.2697,0.7875876191
2009-02-24,1.2838,0.7789375292
2009-02-25,1.2706,0.7870297497
2009-02-26,1.2727,0.7857311228
2009-02-27,1.2676,0.7888923951
2009-03-02,1.2576,0.7951653944
2009-03-03,1.2562,0.7960515841
2009-03-04,1.2647,0.7907013521
2009-03-05,1.2556,0.7964319847
2009-03-06,1.2635,0.791452315
2009-03-09,1.2606,0.7932730446
2009-03-10,1.2674,0.789016885
2009-03-11,1.2828,0.7795447459
2009-03-12,1.2913,0.7744133819
2009-03-13,1.2927,0.7735746886
2009-03-16,1.2975,0.7707129094
2009-03-17,1.3015,0.7683442182
2009-03-18,1.3509,0.7402472426
2009-03-19,1.3662,0.7319572537
2009-03-20,1.358,0.736377025
2009-03-23,1.3629,0.7337295473
2009-03-24,1.3458,0.7430524595
2009-03-25,1.3583,0.7362143856
2009-03-26,1.3521,0.739590267
2009-03-27,1.3285,0.7527286413
2009-03-30,1.3203,0.7574036204
2009-03-31,1.3247,0.7548878991
2009-04-01,1.3233,0.7556865412
2009-04-02,1.3459,0.7429972509
2009-04-03,1.3482,0.7417297137
2009-04-06,1.3406,0.7459346561
2009-04-07,1.3267,0.7537499058
2009-04-08,1.3261,0.7540909434
2009-04-09,1.3164,0.7596475235
2009-04-13,1.3363,0.7483349547
2009-04-14,1.3251,0.7546600257
2009-04-15,1.3219,0.756486875
2009-04-16,1.3172,0.7591861524
2009-04-17,1.3044,0.7666360012
2009-04-20,1.2915,0.7742934572
2009-04-21,1.2933,0.7732158045
2009-04-22,1.2998,0.7693491306
2009-04-23,1.3147,0.7606298015
2009-04-24,1.324,0.7552870091
2009-04-27,1.3011,0.7685804319
2009-04-28,1.3146,0.7606876616
2009-04-29,1.3261,0.7540909434
2009-04-30,1.3226,0.7560864963
2009-05-01,1.3269,0.7536362951
2009-05-04,1.341,0.7457121551
2009-05-05,1.3312,0.7512019231
2009-05-06,1.3317,0.7509198768
2009-05-07,1.3398,0.7463800567
2009-05-08,1.3634,0.7334604665
2009-05-11,1.3573,0.7367567966
2009-05-12,1.3642,0.7330303475
2009-05-13,1.36,0.7352941176
2009-05-14,1.3633,0.7335142669
2009-05-15,1.3493,0.7411250278
2009-05-18,1.3558,0.7375719133
2009-05-19,1.3628,0.7337833871
2009-05-20,1.3766,0.7264274299
2009-05-21,1.3895,0.7196833393
2009-05-22,1.3996,0.7144898542
2009-05-26,1.3989,0.7148473801
2009-05-27,1.3833,0.7229089858
2009-05-28,1.3938,0.7174630507
2009-05-29,1.4157,0.7063643427
2009-06-01,1.4157,0.7063643427
2009-06-02,1.4302,0.6992029087
2009-06-03,1.4149,0.7067637289
2009-06-04,1.4186,0.704920344
2009-06-05,1.3967,0.7159733658
2009-06-08,1.3896,0.7196315486
2009-06-09,1.4068,0.7108330964
2009-06-10,1.3976,0.7155123068
2009-06-11,1.4105,0.7089684509
2009-06-12,1.4015,0.7135212273
2009-06-15,1.3788,0.7252683493
2009-06-16,1.3834,0.7228567298
2009-06-17,1.3946,0.7170514843
2009-06-18,1.3904,0.7192174914
2009-06-19,1.3939,0.717411579
2009-06-22,1.3858,0.7216048492
2009-06-23,1.4077,0.7103786318
2009-06-24,1.3926,0.7180812868
2009-06-25,1.3992,0.7146941109
2009-06-26,1.4052,0.7116424708
2009-06-29,1.4075,0.7104795737
2009-06-30,1.4032,0.7126567845
2009-07-01,1.415,0.7067137809
2009-07-02,1.3944,0.7171543316
2009-07-06,1.3976,0.7155123068
2009-07-07,1.3921,0.7183391998
2009-07-08,1.3875,0.7207207207
2009-07-09,1.4023,0.7131141696
2009-07-10,1.3935,0.7176175099
2009-07-13,1.3977,0.7154611147
2009-07-14,1.3964,0.7161271842
2009-07-15,1.4109,0.7087674534
2009-07-16,1.4141,0.7071635669
2009-07-17,1.41,0.7092198582
2009-07-20,1.423,0.7027406887
2009-07-21,1.4212,0.7036307346
2009-07-22,1.4212,0.7036307346
2009-07-23,1.4155,0.7064641469
2009-07-24,1.4204,0.7040270346
2009-07-27,1.424,0.702247191
2009-07-28,1.4175,0.7054673721
2009-07-29,1.4034,0.712555223
2009-07-30,1.4072,0.7106310404
2009-07-31,1.4255,0.7015082427
2009-08-03,1.4415,0.6937218176
2009-08-04,1.4394,0.6947339169
2009-08-05,1.4408,0.6940588562
2009-08-06,1.4341,0.6973014434
2009-08-07,1.4182,0.7051191651
2009-08-10,1.4135,0.7074637425
2009-08-11,1.415,0.7067137809
2009-08-12,1.4196,0.7044237813
2009-08-13,1.4287,0.6999370057
2009-08-14,1.42,0.7042253521
2009-08-17,1.4076,0.7104290992
2009-08-18,1.4131,0.7076640011
2009-08-19,1.4235,0.7024938532
2009-08-20,1.425,0.701754386
2009-08-21,1.4326,0.698031551
2009-08-24,1.4302,0.6992029087
2009-08-25,1.4297,0.6994474365
2009-08-26,1.4248,0.7018528916
2009-08-27,1.4345,0.6971070059
2009-08-28,1.4303,0.6991540236
2009-08-31,1.4329,0.6978854072
2009-09-01,1.4218,0.7033338022
2009-09-02,1.4262,0.7011639321
2009-09-03,1.4254,0.7015574576
2009-09-04,1.4297,0.6994474365
2009-09-08,1.4482,0.6905123602
2009-09-09,1.456,0.6868131868
2009-09-10,1.4575,0.6861063465
2009-09-11,1.457,0.6863417982
2009-09-14,1.4621,0.6839477464
2009-09-15,1.466,0.6821282401
2009-09-16,1.4716,0.6795324817
2009-09-17,1.4739,0.6784720809
2009-09-18,1.4711,0.6797634423
2009-09-21,1.4675,0.6814310051
2009-09-22,1.4789,0.6761782406
2009-09-23,1.4728,0.6789788159
2009-09-24,1.4657,0.6822678584
2009-09-25,1.4688,0.6808278867
2009-09-28,1.4619,0.6840413161
2009-09-29,1.4582,0.6857769853
2009-09-30,1.4632,0.6834335703
2009-10-01,1.4537,0.6878998418
2009-10-02,1.4575,0.6861063465
2009-10-05,1.4648,0.6826870563
2009-10-06,1.4715,0.6795786612
2009-10-07,1.4688,0.6808278867
2009-10-08,1.4788,0.6762239654
2009-10-09,1.4727,0.6790249202
2009-10-12,1.4774,0.6768647624
2009-10-13,1.4853,0.6732646603
2009-10-14,1.4926,0.6699718612
2009-10-15,1.4943,0.6692096634
2009-10-16,1.4902,0.6710508657
2009-10-19,1.4962,0.6683598449
2009-10-20,1.4937,0.6694784763
2009-10-21,1.5008,0.6663113006
2009-10-22,1.5024,0.6656017039
2009-10-23,1.5006,0.6664001066
2009-10-26,1.4865,0.6727211571
2009-10-27,1.4802,0.6755843805
2009-10-28,1.471,0.6798096533
2009-10-29,1.4836,0.6740361283
2009-10-30,1.4718,0.6794401413
2009-11-02,1.4766,0.6772314777
2009-11-03,1.4722,0.6792555359
2009-11-04,1.4873,0.6723593088
2009-11-05,1.4879,0.672088178
2009-11-06,1.4843,0.673718251
2009-11-09,1.4995,0.666888963
2009-11-10,1.4981,0.6675121821
2009-11-11,1.4981,0.6675121821
2009-11-12,1.4841,0.6738090425
2009-11-13,1.492,0.6702412869
2009-11-16,1.4969,0.6680472977
2009-11-17,1.4873,0.6723593088
2009-11-18,1.4962,0.6683598449
2009-11-19,1.4917,0.670376081
2009-11-20,1.486,0.6729475101
2009-11-23,1.4957,0.668583272
2009-11-24,1.4962,0.6683598449
2009-11-25,1.5134,0.660763843
2009-11-27,1.4966,0.6681812107
2009-11-30,1.5008,0.6663113006
2009-12-01,1.5083,0.6629980773
2009-12-02,1.5044,0.6647168306
2009-12-03,1.5068,0.6636580834
2009-12-04,1.4845,0.673627484
2009-12-07,1.4819,0.6748093664
2009-12-08,1.4709,0.6798558706
2009-12-09,1.4729,0.6789327178
2009-12-10,1.473,0.6788866259
2009-12-11,1.4619,0.6840413161
2009-12-14,1.4653,0.682454105
2009-12-15,1.4533,0.6880891764
2009-12-16,1.4528,0.6883259912
2009-12-17,1.4341,0.6973014434
2009-12-18,1.4337,0.6974959894
2009-12-21,1.4279,0.7003291547
2009-12-22,1.4253,0.7016066793
2009-12-23,1.433,0.6978367062
2009-12-24,1.4373,0.6957489738
2009-12-28,1.4379,0.695458655
2009-12-29,1.4344,0.6971556051
2009-12-30,1.4339,0.6973987028
2009-12-31,1.4322,0.6982265047
2010-01-04,1.441,0.693962526
2010-01-05,1.4371,0.6958458006
2010-01-06,1.4415,0.6937218176
2010-01-07,1.4313,0.6986655488
2010-01-08,1.4417,0.6936255809
2010-01-11,1.4512,0.6890848953
2010-01-12,1.4492,0.6900358819
2010-01-13,1.4509,0.6892273761
2010-01-14,1.4499,0.6897027381
2010-01-15,1.4379,0.695458655
2010-01-19,1.43,0.6993006993
2010-01-20,1.4101,0.7091695624
2010-01-21,1.4085,0.7099751509
2010-01-22,1.4131,0.7076640011
2010-01-25,1.4146,0.7069136152
2010-01-26,1.4072,0.7106310404
2010-01-27,1.402,0.7132667618
2010-01-28,1.3969,0.7158708569
2010-01-29,1.3862,0.7213966239
2010-02-01,1.3927,0.7180297264
2010-02-02,1.3957,0.7164863509
2010-02-03,1.3897,0.7195797654
2010-02-04,1.3736,0.7280139779
2010-02-05,1.3662,0.7319572537
2010-02-08,1.3657,0.7322252325
2010-02-09,1.3788,0.7252683493
2010-02-10,1.373,0.7283321194
2010-02-11,1.3686,0.7306736811
2010-02-12,1.3613,0.7345919342
2010-02-16,1.377,0.7262164125
2010-02-17,1.3602,0.7351860021
2010-02-18,1.3616,0.7344300823
2010-02-19,1.3593,0.7356727728
2010-02-22,1.3594,0.7356186553
2010-02-23,1.3509,0.7402472426
2010-02-24,1.3535,0.7388252678
2010-02-25,1.3548,0.7381163271
2010-02-26,1.3618,0.7343222206
2010-03-01,1.3556,0.7376807318
2010-03-02,1.3604,0.7350779183
2010-03-03,1.3701,0.7298737318
2010-03-04,1.3578,0.7364854912
2010-03-05,1.3617,0.7343761475
2010-03-08,1.3633,0.7335142669
2010-03-09,1.3597,0.7354563507
2010-03-10,1.3655,0.7323324789
2010-03-11,1.3675,0.731261426
2010-03-12,1.3758,0.7268498328
2010-03-15,1.3675,0.731261426
2010-03-16,1.3775,0.7259528131
2010-03-17,1.3736,0.7280139779
2010-03-18,1.3604,0.7350779183
2010-03-19,1.3527,0.7392622163
2010-03-22,1.3556,0.7376807318
2010-03-23,1.3505,0.7404664939
2010-03-24,1.3309,0.7513712525
2010-03-25,1.3279,0.7530687552
2010-03-26,1.341,0.7457121551
2010-03-29,1.3478,0.7419498442
2010-03-30,1.3415,0.7454342154
2010-03-31,1.3512,0.7400828893
2010-04-01,1.358,0.736377025
2010-04-05,1.3484,0.7416196974
2010-04-06,1.34,0.7462686567
2010-04-07,1.3338,0.7497375918
2010-04-08,1.3359,0.7485590239
2010-04-09,1.3496,0.7409602845
2010-04-12,1.3586,0.736051818
2010-04-13,1.3615,0.734484025
2010-04-14,1.3653,0.7324397568
2010-04-15,1.3581,0.7363228039
2010-04-16,1.3496,0.7409602845
2010-04-19,1.3491,0.7412348973
2010-04-20,1.3436,0.7442691277
2010-04-21,1.3388,0.746937556
2010-04-22,1.3289,0.7525020694
2010-04-23,1.3383,0.7472166181
2010-04-26,1.3403,0.746101619
2010-04-27,1.3152,0.7603406326
2010-04-28,1.3215,0.7567158532
2010-04-29,1.3241,0.7552299675
2010-04-30,1.329,0.7524454477
2010-05-03,1.3194,0.7579202668
2010-05-04,1.2962,0.7714858818
2010-05-05,1.2808,0.7807620237
2010-05-06,1.2634,0.7915149596
2010-05-07,1.2759,0.7837604828
2010-05-10,1.2778,0.7825950853
2010-05-11,1.2634,0.7915149596
2010-05-12,1.2624,0.7921419518
2010-05-13,1.2516,0.798977309
2010-05-14,1.236,0.8090614887
2010-05-17,1.2391,0.8070373658
2010-05-18,1.2158,0.8225037013
2010-05-19,1.2415,0.8054772453
2010-05-20,1.2462,0.8024394158
2010-05-21,1.257,0.7955449483
2010-05-24,1.2336,0.8106355383
2010-05-25,1.2379,0.8078196946
2010-05-26,1.2161,0.8223007976
2010-05-27,1.2359,0.809126952
2010-05-28,1.2271,0.8149295086
2010-06-01,1.2214,0.8187326019
2010-06-02,1.2248,0.8164598302
2010-06-03,1.2161,0.8223007976
2010-06-04,1.1969,0.8354916869
2010-06-07,1.1911,0.8395600705
2010-06-08,1.1968,0.8355614973
2010-06-09,1.1984,0.8344459279
2010-06-10,1.2111,0.8256956486
2010-06-11,1.211,0.8257638315
2010-06-14,1.2216,0.8185985593
2010-06-15,1.2323,0.8114907084
2010-06-16,1.2296,0.813272609
2010-06-17,1.2384,0.8074935401
2010-06-18,1.2386,0.8073631519
2010-06-21,1.231,0.8123476848
2010-06-22,1.2262,0.8155276464
2010-06-23,1.2316,0.8119519324
2010-06-24,1.2328,0.8111615834
2010-06-25,1.2368,0.808538163
2010-06-28,1.228,0.8143322476
2010-06-29,1.2184,0.8207485227
2010-06-30,1.2231,0.8175946366
2010-07-01,1.2515,0.7990411506
2010-07-02,1.2565,0.7958615201
2010-07-06,1.2626,0.7920164739
2010-07-07,1.2632,0.7916402787
2010-07-08,1.2689,0.7880841674
2010-07-09,1.2639,0.7912018356
2010-07-12,1.2589,0.7943442688
2010-07-13,1.2725,0.7858546169
2010-07-14,1.274,0.7849293564
2010-07-15,1.2931,0.7733353956
2010-07-16,1.2929,0.7734550236
2010-07-19,1.2935,0.7730962505
2010-07-20,1.2883,0.7762167197
2010-07-21,1.2758,0.7838219157
2010-07-22,1.2884,0.7761564731
2010-07-23,1.2909,0.7746533426
2010-07-26,1.2994,0.7695859628
2010-07-27,1.2994,0.7695859628
2010-07-28,1.2988,0.7699414844
2010-07-29,1.3076,0.7647598654
2010-07-30,1.3049,0.7663422484
2010-08-02,1.3177,0.75889808
2010-08-03,1.3225,0.7561436673
2010-08-04,1.316,0.7598784195
2010-08-05,1.3182,0.7586102261
2010-08-06,1.3287,0.7526153383
2010-08-09,1.3225,0.7561436673
2010-08-10,1.3175,0.7590132827
2010-08-11,1.2834,0.7791803023
2010-08-12,1.2824,0.7797878977
2010-08-13,1.2757,0.7838833582
2010-08-16,1.2818,0.78015291
2010-08-17,1.2876,0.7766387077
2010-08-18,1.2858,0.7777259294
2010-08-19,1.2818,0.78015291
2010-08-20,1.271,0.7867820614
2010-08-23,1.2662,0.7897646501
2010-08-24,1.2621,0.7923302432
2010-08-25,1.2657,0.7900766374
2010-08-26,1.2715,0.7864726701
2010-08-27,1.2767,0.7832693663
2010-08-30,1.2661,0.7898270279
2010-08-31,1.2682,0.788519161
2010-09-01,1.2806,0.7808839606
2010-09-02,1.2821,0.7799703611
2010-09-03,1.2895,0.7754943777
2010-09-07,1.2683,0.7884569897
2010-09-08,1.2722,0.7860399308
2010-09-09,1.2695,0.7877116975
2010-09-10,1.2678,0.7887679445
2010-09-13,1.2877,0.7765783956
2010-09-14,1.2994,0.7695859628
2010-09-15,1.3007,0.768816791
2010-09-16,1.3077,0.7647013841
2010-09-17,1.3046,0.7665184731
2010-09-20,1.3066,0.7653451707
2010-09-21,1.3261,0.7540909434
2010-09-22,1.3398,0.7463800567
2010-09-23,1.3313,0.7511454969
2010-09-24,1.3487,0.7414547342
2010-09-27,1.3454,0.7432733759
2010-09-28,1.358,0.736377025
2010-09-29,1.3624,0.7339988256
2010-09-30,1.3632,0.7335680751
2010-10-01,1.3791,0.7251105794
2010-10-04,1.3681,0.7309407207
2010-10-05,1.3833,0.7229089858
2010-10-06,1.3934,0.7176690111
2010-10-07,1.3925,0.7181328546
2010-10-08,1.3936,0.7175660161
2010-10-11,1.3872,0.7208765859
2010-10-12,1.3922,0.7182876024
2010-10-13,1.3958,0.7164350193
2010-10-14,1.4078,0.7103281716
2010-10-15,1.3974,0.715614713
2010-10-18,1.3944,0.7171543316
2010-10-19,1.3732,0.7282260414
2010-10-20,1.3966,0.7160246312
2010-10-21,1.3922,0.7182876024
