Date,exchange_rate,
2001-12-13,0.893,1.1198208287
2001-12-14,0.9031,1.1072970878
2001-12-17,0.9019,1.1087703737
2001-12-18,0.9033,1.1070519207
2001-12-19,0.9007,1.1102475852
2001-12-20,0.8997,1.111481605
2001-12-21,0.8886,1.1253657439
2001-12-24,0.8772,1.1399908801
2001-12-26,0.8802,1.1361054306
2001-12-27,0.8829,1.1326311021
2001-12-28,0.8851,1.12981584
2001-12-31,0.8898,1.1238480557
2002-01-02,0.9033,1.1070519207
2002-01-03,0.8981,1.1134617526
2002-01-04,0.8943,1.1181930001
2002-01-07,0.8934,1.1193194538
2002-01-08,0.893,1.1198208287
2002-01-09,0.891,1.1223344557
2002-01-10,0.8911,1.1222085063
2002-01-11,0.8922,1.1208249271
2002-01-14,0.8944,1.1180679785
2002-01-15,0.8823,1.1334013374
2002-01-16,0.8821,1.1336583154
2002-01-17,0.8811,1.1349449552
2002-01-18,0.8842,1.1309658448
2002-01-22,0.8861,1.1285407967
2002-01-23,0.8782,1.1386927807
2002-01-24,0.8777,1.1393414606
2002-01-25,0.8659,1.1548677676
2002-01-28,0.8619,1.1602274046
2002-01-29,0.8654,1.1555350127
2002-01-30,0.8611,1.1613053072
2002-01-31,0.8582,1.1652295502
2002-02-01,0.8617,1.1604966926
2002-02-04,0.8702,1.1491611124
2002-02-05,0.8666,1.1539349181
2002-02-06,0.8676,1.152604887
2002-02-07,0.8703,1.1490290704
2002-02-08,0.8728,1.1457378552
2002-02-11,0.8765,1.140901312
2002-02-12,0.877,1.1402508552
2002-02-13,0.8712,1.1478420569
2002-02-14,0.8737,1.1445576285
2002-02-15,0.8734,1.1449507671
2002-02-19,0.8766,1.1407711613
2002-02-20,0.8691,1.1506155793
2002-02-21,0.8698,1.1496895838
2002-02-22,0.8756,1.1420740064
2002-02-25,0.8689,1.1508804235
2002-02-26,0.8638,1.1576753878
2002-02-27,0.8654,1.1555350127
2002-02-28,0.8688,1.1510128913
2002-03-01,0.8652,1.1558021267
2002-03-04,0.8694,1.1502185415
2002-03-05,0.8716,1.1473152822
2002-03-06,0.8764,1.1410314925
2002-03-07,0.8814,1.1345586567
2002-03-08,0.8739,1.144295686
2002-03-11,0.875,1.1428571429
2002-03-12,0.876,1.1415525114
2002-03-13,0.8756,1.1420740064
2002-03-14,0.8824,1.1332728921
2002-03-15,0.8824,1.1332728921
2002-03-18,0.8825,1.1331444759
2002-03-19,0.8823,1.1334013374
2002-03-20,0.8854,1.1294330246
2002-03-21,0.8821,1.1336583154
2002-03-22,0.8772,1.1399908801
2002-03-25,0.8769,1.1403808872
2002-03-26,0.8769,1.1403808872
2002-03-27,0.8724,1.146263182
2002-03-28,0.8704,1.1488970588
2002-04-01,0.8804,1.1358473421
2002-04-02,0.879,1.1376564278
2002-04-03,0.8808,1.1353315168
2002-04-04,0.8781,1.1388224576
2002-04-05,0.878,1.138952164
2002-04-08,0.8748,1.1431184271
2002-04-09,0.8804,1.1358473421
2002-04-10,0.8799,1.1364927833
2002-04-11,0.8826,1.1330160888
2002-04-12,0.8791,1.1375270163
2002-04-15,0.8792,1.1373976342
2002-04-16,0.8828,1.1327594019
2002-04-17,0.8904,1.1230907457
2002-04-18,0.891,1.1223344557
2002-04-19,0.8918,1.1213276519
2002-04-22,0.8892,1.1246063878
2002-04-23,0.8885,1.1254924029
2002-04-24,0.8928,1.1200716846
2002-04-25,0.8975,1.1142061281
2002-04-26,0.9019,1.1087703737
2002-04-29,0.9034,1.1069293779
2002-04-30,0.8999,1.1112345816
2002-05-01,0.9056,1.1042402827
2002-05-02,0.9031,1.1072970878
2002-05-03,0.9171,1.0903936321
2002-05-06,0.9178,1.0895619961
2002-05-07,0.9152,1.0926573427
2002-05-08,0.9038,1.1064394778
2002-05-09,0.9092,1.0998680158
2002-05-10,0.9138,1.0943313635
2002-05-13,0.9111,1.0975743607
2002-05-14,0.9024,1.1081560284
2002-05-15,0.9124,1.0960105217
2002-05-16,0.9116,1.0969723563
2002-05-17,0.9204,1.0864841373
2002-05-20,0.9207,1.0861301184
2002-05-21,0.9196,1.0874293171
2002-05-22,0.9255,1.0804970286
2002-05-23,0.9211,1.0856584519
2002-05-24,0.9208,1.0860121633
2002-05-28,0.9283,1.0772379619
2002-05-29,0.9354,1.0690613641
2002-05-30,0.937,1.0672358591
2002-05-31,0.9338,1.0708931249
2002-06-03,0.9404,1.0633772863
2002-06-04,0.9392,1.0647359455
2002-06-05,0.939,1.0649627263
2002-06-06,0.9475,1.055408971
2002-06-07,0.9433,1.060108131
2002-06-10,0.9442,1.0590976488
2002-06-11,0.948,1.0548523207
2002-06-12,0.9435,1.0598834128
2002-06-13,0.9431,1.0603329445
2002-06-14,0.9455,1.0576414595
2002-06-17,0.944,1.0593220339
2002-06-18,0.9515,1.0509721492
2002-06-19,0.957,1.0449320794
2002-06-20,0.9649,1.0363768266
2002-06-21,0.9713,1.0295480284
2002-06-24,0.9702,1.0307153164
2002-06-25,0.9792,1.0212418301
2002-06-26,0.9799,1.0205122972
2002-06-27,0.9886,1.0115314586
2002-06-28,0.9916,1.0084711577
2002-07-01,0.9913,1.0087763543
2002-07-02,0.9859,1.0143016533
2002-07-03,0.9801,1.0203040506
2002-07-05,0.9728,1.0279605263
2002-07-08,0.9895,1.0106114199
2002-07-09,0.9933,1.0067451928
2002-07-10,0.9888,1.0113268608
2002-07-11,0.9893,1.0108157283
2002-07-12,0.9912,1.0088781275
2002-07-15,1.0036,0.9964129135
2002-07-16,1.012,0.9881422925
2002-07-17,1.007,0.9930486594
2002-07-18,1.0112,0.9889240506
2002-07-19,1.0117,0.9884353069
2002-07-22,1.0082,0.9918666931
2002-07-23,0.9885,1.0116337886
2002-07-24,0.9951,1.0049241282
2002-07-25,1.0044,0.9956192752
2002-07-26,0.9869,1.0132738879
2002-07-29,0.9806,1.0197838058
2002-07-30,0.9832,1.0170870627
2002-07-31,0.9771,1.0234367004
2002-08-01,0.9844,1.0158472166
2002-08-02,0.9864,1.0137875101
2002-08-05,0.9799,1.0205122972
2002-08-06,0.9662,1.0349824053
2002-08-07,0.9749,1.0257462304
2002-08-08,0.967,1.0341261634
2002-08-09,0.9701,1.0308215648
2002-08-12,0.9787,1.0217635639
2002-08-13,0.984,1.0162601626
2002-08-14,0.9797,1.0207206288
2002-08-15,0.982,1.0183299389
2002-08-16,0.9847,1.0155377272
2002-08-19,0.9762,1.0243802499
2002-08-20,0.9788,1.0216591745
2002-08-21,0.9804,1.0199918401
2002-08-22,0.9688,1.0322047894
2002-08-23,0.973,1.0277492292
2002-08-26,0.9715,1.0293360782
2002-08-27,0.9829,1.0173974972
2002-08-28,0.9791,1.0213461342
2002-08-29,0.9847,1.0155377272
2002-08-30,0.9821,1.0182262499
2002-09-03,0.9969,1.0031096399
2002-09-04,0.9929,1.0071507705
2002-09-05,0.9916,1.0084711577
2002-09-06,0.9816,1.0187449063
2002-09-09,0.9793,1.0211375472
2002-09-10,0.9752,1.0254306809
2002-09-11,0.976,1.0245901639
2002-09-12,0.9818,1.0185373803
2002-09-13,0.9716,1.0292301359
2002-09-16,0.9691,1.0318852544
2002-09-17,0.9743,1.0263779123
2002-09-18,0.9777,1.0228086325
2002-09-19,0.9862,1.0139931048
2002-09-20,0.9819,1.018433649
2002-09-23,0.9781,1.0223903486
2002-09-24,0.9811,1.0192640913
2002-09-25,0.9762,1.0243802499
2002-09-26,0.976,1.0245901639
2002-09-27,0.9802,1.0201999592
2002-09-30,0.9874,1.0127607859
2002-10-01,0.9825,1.0178117048
2002-10-02,0.9865,1.013684744
2002-10-03,0.9876,1.0125556906
2002-10-04,0.979,1.0214504597
2002-10-07,0.9832,1.0170870627
2002-10-08,0.9786,1.0218679747
2002-10-09,0.9893,1.0108157283
2002-10-10,0.9862,1.0139931048
2002-10-11,0.9872,1.0129659643
2002-10-14,0.9869,1.0132738879
2002-10-15,0.9815,1.018848701
2002-10-16,0.9816,1.0187449063
2002-10-17,0.9705,1.0303967027
2002-10-18,0.9717,1.0291242153
2002-10-21,0.9731,1.0276436132
2002-10-22,0.9775,1.0230179028
2002-10-23,0.9763,1.0242753252
2002-10-24,0.9779,1.0225994478
2002-10-25,0.9758,1.024800164
2002-10-28,0.9845,1.0157440325
2002-10-29,0.983,1.017293998
2002-10-30,0.9837,1.0165700925
2002-10-31,0.99,1.0101010101
2002-11-01,0.9961,1.0039152696
2002-11-04,0.9979,1.0021044193
2002-11-05,0.9998,1.00020004
2002-11-06,1.0032,0.9968102073
2002-11-07,1.009,0.9910802775
2002-11-08,1.0137,0.9864851534
2002-11-11,1.0107,0.9894132779
2002-11-12,1.0126,0.9875567845
2002-11-13,1.0081,0.9919650828
2002-11-14,1.0041,0.9959167414
2002-11-15,1.0095,0.9905894007
2002-11-18,1.0088,0.9912767645
2002-11-19,1.0037,0.9963136395
2002-11-20,1.0017,0.9983028851
2002-11-21,1.0018,0.9982032342
2002-11-22,0.9963,1.0037137408
2002-11-25,0.992,1.0080645161
2002-11-26,0.9931,1.0069479408
2002-11-27,0.9903,1.0097950116
2002-11-29,0.9949,1.0051261433
2002-12-02,0.9971,1.0029084345
2002-12-03,0.9964,1.0036130068
2002-12-04,1.0008,0.9992006395
2002-12-05,1.0004,0.9996001599
2002-12-06,1.0095,0.9905894007
2002-12-09,1.0102,0.9899029895
2002-12-10,1.0077,0.992358837
2002-12-11,1.0084,0.9916699722
2002-12-12,1.0184,0.981932443
2002-12-13,1.0235,0.9770395701
2002-12-16,1.0225,0.97799511
2002-12-17,1.028,0.9727626459
2002-12-18,1.027,0.9737098345
2002-12-19,1.0272,0.9735202492
2002-12-20,1.0268,0.9738994936
2002-12-23,1.0262,0.9744689144
2002-12-24,1.03,0.9708737864
2002-12-26,1.0375,0.9638554217
2002-12-27,1.044,0.9578544061
2002-12-30,1.049,0.9532888465
2002-12-31,1.0487,0.9535615524
2003-01-02,1.0353,0.9659036028
2003-01-03,1.0422,0.9595087315
2003-01-06,1.046,0.9560229446
2003-01-07,1.041,0.9606147935
2003-01-08,1.0494,0.9529254812
2003-01-09,1.0487,0.9535615524
2003-01-10,1.058,0.9451795841
2003-01-13,1.0538,0.9489466692
2003-01-14,1.0552,0.9476876422
2003-01-15,1.0562,0.9467903806
2003-01-16,1.0616,0.9419743783
2003-01-17,1.0668,0.9373828271
2003-01-21,1.0727,0.9322270905
2003-01-22,1.0727,0.9322270905
2003-01-23,1.0739,0.931185399
2003-01-24,1.0831,0.9232757825
2003-01-27,1.0849,0.9217439395
2003-01-28,1.0823,0.9239582371
2003-01-29,1.0841,0.9224241306
2003-01-30,1.0818,0.9243852838
2003-01-31,1.0766,0.9288500836
2003-02-03,1.0782,0.9274717121
2003-02-04,1.0889,0.9183579759
2003-02-05,1.0778,0.9278159213
2003-02-06,1.0825,0.9237875289
2003-02-07,1.0818,0.9243852838
2003-02-10,1.0726,0.9323140034
2003-02-11,1.0735,0.9315323707
2003-02-12,1.0708,0.9338812103
2003-02-13,1.0828,0.9235315848
2003-02-14,1.0789,0.9268699601
2003-02-18,1.0687,0.9357162908
2003-02-19,1.0744,0.9307520477
2003-02-20,1.0823,0.9239582371
2003-02-21,1.0772,0.9283327144
2003-02-24,1.0798,0.9260974254
2003-02-25,1.0763,0.9291089845
2003-02-26,1.0783,0.9273856997
2003-02-27,1.0738,0.9312721177
2003-02-28,1.0804,0.9255831174
2003-03-03,1.0893,0.9180207473
2003-03-04,1.0886,0.9186110601
2003-03-05,1.0962,0.9122422916
2003-03-06,1.0971,0.9114939386
2003-03-07,1.1009,0.9083477155
2003-03-10,1.1057,0.9044044497
2003-03-11,1.1037,0.9060433089
2003-03-12,1.0991,0.9098353198
2003-03-13,1.0769,0.928591327
2003-03-14,1.0747,0.9304922304
2003-03-17,1.0621,0.9415309293
2003-03-18,1.0634,0.9403799135
2003-03-19,1.0562,0.9467903806
2003-03-20,1.0609,0.9425959091
2003-03-21,1.0522,0.9503896598
2003-03-24,1.0638,0.9400263207
2003-03-25,1.0655,0.9385265134
2003-03-26,1.0692,0.9352787131
2003-03-27,1.0694,0.9351037965
2003-03-28,1.0777,0.9279020135
2003-03-31,1.0915,0.9161704077
2003-04-01,1.0913,0.9163383121
2003-04-02,1.0768,0.9286775632
2003-04-03,1.0759,0.9294544103
2003-04-04,1.0735,0.9315323707
2003-04-07,1.0693,0.9351912466
2003-04-08,1.0706,0.9340556697
2003-04-09,1.0769,0.928591327
2003-04-10,1.0786,0.9271277582
2003-04-11,1.0754,0.9298865538
2003-04-14,1.0771,0.9284189026
2003-04-15,1.0796,0.9262689885
2003-04-16,1.0912,0.9164222874
2003-04-17,1.0875,0.9195402299
2003-04-21,1.0867,0.9202171713
2003-04-22,1.0967,0.9118263883
2003-04-23,1.097,0.9115770283
2003-04-24,1.1028,0.9067827349
2003-04-25,1.1035,0.9062075215
2003-04-28,1.0984,0.9104151493
2003-04-29,1.1075,0.9029345372
2003-04-30,1.1171,0.8951750067
2003-05-01,1.1235,0.8900756564
2003-05-02,1.1227,0.8907098958
2003-05-05,1.1288,0.8858965273
2003-05-06,1.1424,0.8753501401
2003-05-07,1.1354,0.8807468733
2003-05-08,1.1493,0.8700948403
2003-05-09,1.1487,0.8705493166
2003-05-12,1.1557,0.8652764558
2003-05-13,1.1528,0.8674531575
2003-05-14,1.1491,0.8702462797
2003-05-15,1.1381,0.8786574115
2003-05-16,1.1582,0.8634087377
2003-05-19,1.1652,0.8582217645
2003-05-20,1.1705,0.854335754
2003-05-21,1.1631,0.8597713008
2003-05-22,1.1694,0.8551393877
2003-05-23,1.1833,0.845094228
2003-05-27,1.1812,0.8465966813
2003-05-28,1.1762,0.850195545
2003-05-29,1.1903,0.8401243384
2003-05-30,1.1782,0.8487523341
2003-06-02,1.1752,0.8509189925
2003-06-03,1.173,0.852514919
2003-06-04,1.1637,0.8593280055
2003-06-05,1.1832,0.8451656525
2003-06-06,1.1693,0.8552125203
2003-06-09,1.1708,0.8541168432
2003-06-10,1.1669,0.8569714629
2003-06-11,1.1752,0.8509189925
2003-06-12,1.1767,0.8498342823
2003-06-13,1.1853,0.8436682696
2003-06-16,1.1823,0.8458090163
2003-06-17,1.1779,0.8489685033
2003-06-18,1.1688,0.855578371
2003-06-19,1.1717,0.8534607835
2003-06-20,1.1603,0.8618460743
2003-06-23,1.1554,0.8655011252
2003-06-24,1.1503,0.8693384335
2003-06-25,1.1531,0.8672274738
2003-06-26,1.1416,0.8759635599
2003-06-27,1.1422,0.8755034145
2003-06-30,1.1504,0.8692628651
2003-07-01,1.1559,0.8651267411
2003-07-02,1.1536,0.866851595
2003-07-03,1.1491,0.8702462797
2003-07-07,1.1311,0.8840951286
2003-07-08,1.1313,0.8839388314
2003-07-09,1.1345,0.8814455707
2003-07-10,1.1374,0.8791981713
2003-07-11,1.1294,0.8854258899
2003-07-14,1.1269,0.8873901855
2003-07-15,1.1169,0.8953353031
2003-07-16,1.1211,0.89198109
2003-07-17,1.1201,0.8927774306
2003-07-18,1.1266,0.8876264868
2003-07-21,1.1343,0.8816009874
2003-07-22,1.1325,0.8830022075
2003-07-23,1.1484,0.8707767328
2003-07-24,1.1471,0.8717635777
2003-07-25,1.1507,0.8690362388
2003-07-28,1.1488,0.8704735376
2003-07-29,1.1437,0.8743551631
2003-07-30,1.1347,0.8812902089
2003-07-31,1.1229,0.8905512512
2003-08-01,1.1271,0.8872327211
2003-08-04,1.1359,0.8803591865
2003-08-05,1.1385,0.8783487044
2003-08-06,1.1329,0.8826904405
2003-08-07,1.137,0.8795074758
2003-08-08,1.1306,0.8844861136
2003-08-11,1.1349,0.8811349018
2003-08-12,1.1279,0.8866034223
2003-08-13,1.1321,0.8833141949
2003-08-14,1.1265,0.8877052818
2003-08-15,1.1264,0.8877840909
2003-08-18,1.1142,0.8975049363
2003-08-19,1.1133,0.8982304859
2003-08-20,1.1118,0.8994423457
2003-08-21,1.092,0.9157509158
2003-08-22,1.0879,0.9192021325
2003-08-25,1.087,0.9199632015
2003-08-26,1.0853,0.92140422
2003-08-27,1.0878,0.9192866336
2003-08-28,1.0878,0.9192866336
2003-08-29,1.0979,0.9108297659
2003-09-02,1.0807,0.9253261775
2003-09-03,1.0845,0.9220839096
2003-09-04,1.0943,0.9138261903
2003-09-05,1.1102,0.9007386057
2003-09-08,1.1062,0.9039956608
2003-09-09,1.1224,0.8909479686
2003-09-10,1.1209,0.8921402444
2003-09-11,1.1205,0.8924587238
2003-09-12,1.1286,0.8860535176
2003-09-15,1.1279,0.8866034223
2003-09-16,1.1172,0.8950948801
2003-09-17,1.1283,0.8862891075
2003-09-18,1.1253,0.888651915
2003-09-19,1.1372,0.8793527963
2003-09-22,1.1455,0.8729812309
2003-09-23,1.1437,0.8743551631
2003-09-24,1.1493,0.8700948403
2003-09-25,1.1484,0.8707767328
2003-09-26,1.146,0.872600349
2003-09-29,1.1595,0.8624407072
2003-09-30,1.1651,0.8582954253
2003-10-01,1.1715,0.8536064874
2003-10-02,1.1691,0.855358823
2003-10-03,1.1576,0.8638562543
2003-10-06,1.1705,0.854335754
2003-10-07,1.1756,0.8506294658
2003-10-08,1.1807,0.8469551961
2003-10-09,1.1745,0.8514261388
2003-10-10,1.1793,0.8479606546
2003-10-13,1.1702,0.854554777
2003-10-14,1.1722,0.8530967412
2003-10-15,1.163,0.8598452279
2003-10-16,1.1583,0.8633341967
2003-10-17,1.1672,0.8567511995
2003-10-20,1.1631,0.8597713008
2003-10-21,1.1664,0.8573388203
2003-10-22,1.1797,0.8476731372
2003-10-23,1.1787,0.8483922966
2003-10-24,1.1783,0.8486803021
2003-10-27,1.1743,0.8515711488
2003-10-28,1.1666,0.8571918395
2003-10-29,1.1658,0.8577800652
2003-10-30,1.1621,0.8605111436
2003-10-31,1.1581,0.8634832916
2003-11-03,1.1456,0.8729050279
2003-11-04,1.1484,0.8707767328
2003-11-05,1.1434,0.8745845723
2003-11-06,1.1412,0.8762705924
2003-11-07,1.1526,0.8676036786
2003-11-10,1.1477,0.8713078331
2003-11-11,1.1519,0.8681309141
2003-11-12,1.163,0.8598452279
2003-11-13,1.1732,0.8523695875
2003-11-14,1.1775,0.8492569002
2003-11-17,1.1747,0.8512811782
2003-11-18,1.1968,0.8355614973
2003-11-19,1.1874,0.8421761833
2003-11-20,1.1909,0.8397010664
2003-11-21,1.1913,0.839419122
2003-11-24,1.1768,0.8497620666
2003-11-25,1.179,0.8481764207
2003-11-26,1.1938,0.8376612498
2003-11-28,1.1994,0.8337502084
2003-12-01,1.1976,0.83500334
2003-12-02,1.2078,0.8279516476
2003-12-03,1.2108,0.8259002313
2003-12-04,1.208,0.8278145695
2003-12-05,1.2164,0.8220979941
2003-12-08,1.2218,0.8184645605
2003-12-09,1.2249,0.816393175
2003-12-10,1.2215,0.8186655751
2003-12-11,1.2221,0.8182636445
2003-12-12,1.2276,0.8145975888
2003-12-15,1.2319,0.8117542008
2003-12-16,1.2324,0.8114248621
2003-12-17,1.2408,0.805931657
2003-12-18,1.2422,0.8050233457
2003-12-19,1.2371,0.8083420904
2003-12-22,1.2395,0.8067769262
2003-12-23,1.2393,0.806907125
2003-12-24,1.2446,0.8034709947
2003-12-26,1.2425,0.8048289738
2003-12-29,1.2491,0.800576415
2003-12-30,1.2549,0.7968762451
2003-12-31,1.2594,0.7940289027
2004-01-02,1.2581,0.794849376
2004-01-05,1.2677,0.7888301649
2004-01-06,1.2723,0.7859781498
2004-01-07,1.2629,0.7918283316
2004-01-08,1.2764,0.7834534629
2004-01-09,1.2815,0.7803355443
2004-01-12,1.2746,0.7845598619
2004-01-13,1.2772,0.782962731
2004-01-14,1.2647,0.7907013521
2004-01-15,1.2577,0.7951021706
2004-01-16,1.2393,0.806907125
2004-01-20,1.2579,0.7949757532
2004-01-21,1.2641,0.7910766553
2004-01-22,1.2717,0.7863489817
2004-01-23,1.2579,0.7949757532
2004-01-26,1.2457,0.8027614996
2004-01-27,1.2641,0.7910766553
2004-01-28,1.2467,0.8021175904
2004-01-29,1.2406,0.8060615831
2004-01-30,1.2475,0.8016032064
2004-02-02,1.2423,0.8049585446
2004-02-03,1.254,0.7974481659
2004-02-04,1.2535,0.7977662545
2004-02-05,1.2546,0.7970667942
2004-02-06,1.2704,0.7871536524
2004-02-09,1.2697,0.7875876191
2004-02-10,1.2669,0.7893282816
2004-02-11,1.2831,0.7793624815
2004-02-12,1.2808,0.7807620237
2004-02-13,1.2733,0.7853608733
2004-02-17,1.2841,0.7787555486
2004-02-18,1.2685,0.7883326764
2004-02-19,1.2714,0.7865345289
2004-02-20,1.2537,0.7976389886
2004-02-23,1.2552,0.7966857871
2004-02-24,1.2682,0.788519161
2004-02-25,1.25,0.8
2004-02-26,1.2437,0.8040524242
2004-02-27,1.2491,0.800576415
2004-03-01,1.2456,0.8028259473
2004-03-02,1.2215,0.8186655751
2004-03-03,1.2203,0.819470622
2004-03-04,1.2202,0.8195377807
2004-03-05,1.2363,0.8088651622
2004-03-08,1.2402,0.806321561
2004-03-09,1.2323,0.8114907084
2004-03-10,1.2225,0.81799591
2004-03-11,1.2357,0.8092579105
2004-03-12,1.2219,0.8183975775
2004-03-15,1.2262,0.8155276464
2004-03-16,1.2271,0.8149295086
2004-03-17,1.2234,0.8173941475
2004-03-18,1.2382,0.8076239703
2004-03-19,1.2284,0.8140670791
2004-03-22,1.233,0.8110300081
2004-03-23,1.2334,0.8107669856
2004-03-24,1.2133,0.824198467
2004-03-25,1.2126,0.8246742537
2004-03-26,1.2128,0.8245382586
2004-03-29,1.2155,0.8227067051
2004-03-30,1.2169,0.8217602104
2004-03-31,1.2313,0.8121497604
2004-04-01,1.2362,0.8089305938
2004-04-02,1.2121,0.8250144378
2004-04-05,1.2016,0.8322237017
2004-04-06,1.2116,0.8253549026
2004-04-07,1.2172,0.8215576733
2004-04-08,1.2086,0.8274036075
2004-04-12,1.2074,0.82822594
2004-04-13,1.1945,0.8371703642
2004-04-14,1.1959,0.8361903169
2004-04-15,1.198,0.8347245409
2004-04-16,1.1985,0.8343763037
2004-04-19,1.2022,0.8318083514
2004-04-20,1.1864,0.8428860418
2004-04-21,1.1839,0.8446659346
2004-04-22,1.1903,0.8401243384
2004-04-23,1.1847,0.8440955516
2004-04-26,1.1863,0.8429570935
2004-04-27,1.1922,0.8387854387
2004-04-28,1.1836,0.844880027
2004-04-29,1.1959,0.8361903169
2004-04-30,1.1973,0.8352125616
2004-05-03,1.1941,0.8374507998
2004-05-04,1.2097,0.8266512358
2004-05-05,1.2174,0.8214227041
2004-05-06,1.208,0.8278145695
2004-05-07,1.1877,0.8419634588
2004-05-10,1.1847,0.8440955516
2004-05-11,1.1872,0.8423180593
2004-05-12,1.19,0.8403361345
2004-05-13,1.1817,0.84623847
2004-05-14,1.1884,0.8414675194
2004-05-17,1.2026,0.8315316814
2004-05-18,1.1948,0.8369601607
2004-05-19,1.2008,0.8327781479
2004-05-20,1.196,0.8361204013
2004-05-21,1.198,0.8347245409
2004-05-24,1.2002,0.8331944676
2004-05-25,1.2104,0.8261731659
2004-05-26,1.2102,0.8263097009
2004-05-27,1.2261,0.8155941603
2004-05-28,1.222,0.8183306056
2004-06-01,1.2244,0.8167265599
2004-06-02,1.2212,0.8188666885
2004-06-03,1.2227,0.8178621084
2004-06-04,1.228,0.8143322476
2004-06-07,1.2319,0.8117542008
2004-06-08,1.2267,0.8151952393
2004-06-09,1.2047,0.8300821781
2004-06-10,1.2105,0.8261049153
2004-06-14,1.2055,0.8295313148
2004-06-15,1.2157,0.8225713581
2004-06-16,1.2011,0.832570144
2004-06-17,1.205,0.8298755187
2004-06-18,1.2135,0.8240626288
2004-06-21,1.2112,0.8256274769
2004-06-22,1.2105,0.8261049153
2004-06-23,1.2091,0.8270614507
2004-06-24,1.2166,0.8219628473
2004-06-25,1.2175,0.8213552361
2004-06-28,1.2182,0.8208832704
2004-06-29,1.208,0.8278145695
2004-06-30,1.2193,0.8201427048
2004-07-01,1.2157,0.8225713581
2004-07-02,1.2316,0.8119519324
2004-07-06,1.2278,0.8144648966
2004-07-07,1.237,0.8084074373
2004-07-08,1.2382,0.8076239703
2004-07-09,1.2413,0.8056070249
2004-07-12,1.2404,0.8061915511
2004-07-13,1.2326,0.8112932014
2004-07-14,1.2378,0.8078849572
2004-07-15,1.2354,0.8094544277
2004-07-16,1.2451,0.8031483415
2004-07-19,1.2439,0.8039231449
2004-07-20,1.2329,0.8110957904
2004-07-21,1.2257,0.8158603247
2004-07-22,1.2255,0.8159934721
2004-07-23,1.2092,0.8269930533
2004-07-26,1.214,0.823723229
2004-07-27,1.2055,0.8295313148
2004-07-28,1.2055,0.8295313148
2004-07-29,1.2042,0.8304268394
2004-07-30,1.2019,0.8320159747
2004-08-02,1.2023,0.8317391666
2004-08-03,1.2056,0.8294625083
2004-08-04,1.2049,0.8299443937
2004-08-05,1.2058,0.8293249295
2004-08-06,1.2276,0.8145975888
2004-08-09,1.2269,0.8150623523
2004-08-10,1.2234,0.8173941475
2004-08-11,1.2216,0.8185985593
2004-08-12,1.2252,0.8161932746
2004-08-13,1.237,0.8084074373
2004-08-16,1.2361,0.8089960359
2004-08-17,1.2352,0.8095854922
2004-08-18,1.2335,0.8107012566
2004-08-19,1.2363,0.8088651622
2004-08-20,1.2317,0.8118860112
2004-08-23,1.2138,0.8238589553
2004-08-24,1.208,0.8278145695
2004-08-25,1.208,0.8278145695
2004-08-26,1.21,0.826446281
2004-08-27,1.2007,0.8328475056
2004-08-30,1.2044,0.8302889406
2004-08-31,1.2179,0.821085475
2004-09-01,1.2188,0.8204791598
2004-09-02,1.2174,0.8214227041
2004-09-03,1.2056,0.8294625083
2004-09-07,1.2102,0.8263097009
2004-09-08,1.2181,0.8209506609
2004-09-09,1.2215,0.8186655751
2004-09-10,1.2258,0.8157937673
2004-09-13,1.2258,0.8157937673
2004-09-14,1.2249,0.816393175
2004-09-15,1.2149,0.8231130134
2004-09-16,1.2179,0.821085475
2004-09-17,1.2185,0.8206811654
2004-09-20,1.2175,0.8213552361
2004-09-21,1.2337,0.8105698306
2004-09-22,1.2265,0.8153281696
2004-09-23,1.2269,0.8150623523
2004-09-24,1.2275,0.8146639511
2004-09-27,1.2288,0.8138020833
2004-09-28,1.2326,0.8112932014
2004-09-29,1.2332,0.8108984755
2004-09-30,1.2435,0.8041817451
2004-10-01,1.2413,0.8056070249
2004-10-04,1.2286,0.8139345597
2004-10-05,1.2312,0.8122157245
2004-10-06,1.2285,0.814000814
2004-10-07,1.2281,0.8142659393
2004-10-08,1.2409,0.8058667096
2004-10-11,1.2382,0.8076239703
2004-10-12,1.2326,0.8112932014
2004-10-13,1.2344,0.810110175
2004-10-14,1.2383,0.8075587499
2004-10-15,1.2467,0.8021175904
2004-10-18,1.2489,0.8007046201
2004-10-19,1.2509,0.7994244144
2004-10-20,1.2587,0.7944704854
2004-10-21,1.2614,0.7927699382
2004-10-22,1.268,0.7886435331
2004-10-25,1.2804,0.7810059356
2004-10-26,1.2764,0.7834534629
2004-10-27,1.2709,0.7868439688
2004-10-28,1.2744,0.7846829881
2004-10-29,1.2794,0.7816163827
2004-11-01,1.2751,0.7842522155
2004-11-02,1.2741,0.7848677498
2004-11-03,1.2821,0.7799703611
2004-11-04,1.2868,0.7771215418
2004-11-05,1.2963,0.7714263674
2004-11-08,1.2917,0.7741735697
2004-11-09,1.2897,0.775374118
2004-11-10,1.2887,0.7759757896
2004-11-11,1.2904,0.7749535028
2004-11-12,1.297,0.7710100231
2004-11-15,1.2948,0.7723200494
2004-11-16,1.2954,0.7719623282
2004-11-17,1.3031,0.7674008134
2004-11-18,1.2959,0.7716644803
2004-11-19,1.3023,0.7678722261
2004-11-22,1.3046,0.7665184731
2004-11-23,1.3085,0.7642338556
2004-11-24,1.3184,0.7584951456
