Height,Sum,Time
66024,['1675'],2010-07-12 18:31:45
66024,['1670'],2010-07-12 18:31:45
66024,['1665'],2010-07-12 18:31:45
66028,['1650'],2010-07-12 18:35:34
66028,['1645'],2010-07-12 18:35:34
66030,['2528'],2010-07-12 18:41:13
66030,['0.5'],2010-07-12 18:41:13
66030,['1635'],2010-07-12 18:41:13
66030,['5'],2010-07-12 18:41:13
66036,['50'],2010-07-12 18:51:37
66036,['1625'],2010-07-12 18:51:37
66036,['1620'],2010-07-12 18:51:37
66036,['1615'],2010-07-12 18:51:37
66036,['1610'],2010-07-12 18:51:37
66036,['1605'],2010-07-12 18:51:37
66036,['1600'],2010-07-12 18:51:37
66037,['1595'],2010-07-12 18:56:18
66037,['1590'],2010-07-12 18:56:18
66037,['1585'],2010-07-12 18:56:18
66037,['1580'],2010-07-12 18:56:18
66038,['500'],2010-07-12 18:55:36
66038,['1575'],2010-07-12 18:55:36
66039,['5'],2010-07-12 18:59:33
66039,['1570'],2010-07-12 18:59:33
66039,['1565'],2010-07-12 18:59:33
66039,['1560'],2010-07-12 18:59:33
66040,['5'],2010-07-12 19:06:01
66040,['100'],2010-07-12 19:06:01
66040,['500'],2010-07-12 19:06:01
66040,['500'],2010-07-12 19:06:01
66040,['495'],2010-07-12 19:06:01
66046,['475'],2010-07-12 19:12:21
66046,['470'],2010-07-12 19:12:21
66047,['5'],2010-07-12 19:13:26
66047,['465'],2010-07-12 19:13:26
66048,['460'],2010-07-12 19:16:35
66048,['455'],2010-07-12 19:16:35
66049,['450'],2010-07-12 19:15:45
66049,['5'],2010-07-12 19:15:45
66049,['5'],2010-07-12 19:15:45
66051,['445'],2010-07-12 19:20:49
66051,['440'],2010-07-12 19:20:49
66051,['1500'],2010-07-12 19:20:49
66053,['435'],2010-07-12 19:23:59
66053,['430'],2010-07-12 19:23:59
66055,['5'],2010-07-12 19:27:10
66055,['34.59'],2010-07-12 19:27:10
66055,['500'],2010-07-12 19:27:10
66055,['425'],2010-07-12 19:27:10
66055,['420'],2010-07-12 19:27:10
66056,['5'],2010-07-12 19:28:01
66056,['415'],2010-07-12 19:28:01
66057,['410'],2010-07-12 19:28:21
66057,['405'],2010-07-12 19:28:21
66059,['395'],2010-07-12 19:32:19
66059,['390'],2010-07-12 19:32:19
66063,['5'],2010-07-12 19:38:34
66063,['1249.99'],2010-07-12 19:38:34
66063,['375'],2010-07-12 19:38:34
66064,['370'],2010-07-12 19:45:24
66064,['50'],2010-07-12 19:45:24
66064,['4000'],2010-07-12 19:45:24
66064,['450'],2010-07-12 19:45:24
66064,['50'],2010-07-12 19:45:24
66073,['28.44'],2010-07-12 19:49:31
66073,['27.94'],2010-07-12 19:49:31
66080,['350'],2010-07-12 20:09:11
66080,['5'],2010-07-12 20:09:11
66080,['345'],2010-07-12 20:09:11
66080,['340'],2010-07-12 20:09:11
66080,['335'],2010-07-12 20:09:11
66080,['330'],2010-07-12 20:09:11
66080,['325'],2010-07-12 20:09:11
66080,['320'],2010-07-12 20:09:11
66080,['315'],2010-07-12 20:09:11
66080,['310'],2010-07-12 20:09:11
66080,['305'],2010-07-12 20:09:11
66080,['300'],2010-07-12 20:09:11
66080,['295'],2010-07-12 20:09:11
66081,['290'],2010-07-12 20:11:38
66081,['285'],2010-07-12 20:11:38
66083,['280'],2010-07-12 20:13:14
66083,['275'],2010-07-12 20:13:14
66088,['265'],2010-07-12 20:20:32
66088,['260'],2010-07-12 20:20:32
66088,['255'],2010-07-12 20:20:32
66091,['245'],2010-07-12 20:28:27
66091,['500'],2010-07-12 20:28:27
66093,['240'],2010-07-12 20:30:32
66093,['235'],2010-07-12 20:30:32
66094,['230'],2010-07-12 20:31:58
66094,['5'],2010-07-12 20:31:58
66097,['225'],2010-07-12 20:37:17
66097,['220'],2010-07-12 20:37:17
66098,['50'],2010-07-12 20:38:09
66098,['50'],2010-07-12 20:38:09
66098,['50'],2010-07-12 20:38:09
66098,['50'],2010-07-12 20:38:09
66098,['50'],2010-07-12 20:38:09
66098,['215'],2010-07-12 20:38:09
66098,['50'],2010-07-12 20:38:09
66098,['50'],2010-07-12 20:38:09
66098,['210'],2010-07-12 20:38:09
66098,['205'],2010-07-12 20:38:09
66098,['350'],2010-07-12 20:38:09
66101,['449.06'],2010-07-12 20:41:44
66101,['195'],2010-07-12 20:41:44
66105,['190'],2010-07-12 20:46:42
66105,['185'],2010-07-12 20:46:42
66106,['10'],2010-07-12 20:49:15
66106,['5'],2010-07-12 20:49:15
66107,['0.05'],2010-07-12 20:52:30
66107,['10'],2010-07-12 20:52:30
66111,['5'],2010-07-12 21:05:31
66111,['5'],2010-07-12 21:05:31
66111,['50'],2010-07-12 21:05:31
66111,['5'],2010-07-12 21:05:31
66111,['5'],2010-07-12 21:05:31
66111,['180'],2010-07-12 21:05:31
66111,['50'],2010-07-12 21:05:31
66111,['5'],2010-07-12 21:05:31
66111,['175'],2010-07-12 21:05:31
66111,['170'],2010-07-12 21:05:31
66111,['165'],2010-07-12 21:05:31
66111,['160'],2010-07-12 21:05:31
66111,['155'],2010-07-12 21:05:31
66112,['150'],2010-07-12 21:10:13
66112,['145'],2010-07-12 21:10:13
66112,['140'],2010-07-12 21:10:13
66114,['135'],2010-07-12 21:14:23
66114,['130'],2010-07-12 21:14:23
66120,['125'],2010-07-12 21:24:20
66120,['120'],2010-07-12 21:24:20
66121,['50'],2010-07-12 21:31:10
66121,['5'],2010-07-12 21:31:10
66121,['5'],2010-07-12 21:31:10
66121,['50'],2010-07-12 21:31:10
66121,['115'],2010-07-12 21:31:10
66121,['110'],2010-07-12 21:31:10
66121,['105'],2010-07-12 21:31:10
66121,['100'],2010-07-12 21:31:10
66121,['95'],2010-07-12 21:31:10
66121,['90'],2010-07-12 21:31:10
66121,['85'],2010-07-12 21:31:10
66123,['20'],2010-07-12 21:36:16
66123,['80'],2010-07-12 21:36:16
66123,['75'],2010-07-12 21:36:16
66123,['70'],2010-07-12 21:36:16
66123,['65'],2010-07-12 21:36:16
66123,['60'],2010-07-12 21:36:16
66124,['55'],2010-07-12 21:39:09
66124,['50'],2010-07-12 21:39:09
66126,['5'],2010-07-12 21:42:35
66126,['4.95'],2010-07-12 21:42:35
66126,['5'],2010-07-12 21:42:35
66126,['40'],2010-07-12 21:42:35
66126,['35'],2010-07-12 21:42:35
66126,['0.1'],2010-07-12 21:42:35
66126,['30'],2010-07-12 21:42:35
66126,['25'],2010-07-12 21:42:35
66126,['20'],2010-07-12 21:42:35
66129,['9.65'],2010-07-12 21:47:59
66129,['5'],2010-07-12 21:47:59
66129,['8.5'],2010-07-12 21:47:59
66129,['44.99'],2010-07-12 21:47:59
66129,['25'],2010-07-12 21:47:59
66129,['5.16'],2010-07-12 21:47:59
66132,['50'],2010-07-12 21:51:42
66132,['1249.99'],2010-07-12 21:51:42
66132,['1000'],2010-07-12 21:51:42
66132,['10'],2010-07-12 21:51:42
66132,['100'],2010-07-12 21:51:42
66132,['995'],2010-07-12 21:51:42
66132,['5'],2010-07-12 21:51:42
66133,['990'],2010-07-12 21:55:51
66133,['985'],2010-07-12 21:55:51
66136,['5'],2010-07-12 21:58:55
66136,['5'],2010-07-12 21:58:55
66136,['5'],2010-07-12 21:58:55
66136,['970'],2010-07-12 21:58:55
66136,['965'],2010-07-12 21:58:55
66136,['960'],2010-07-12 21:58:55
66136,['955'],2010-07-12 21:58:55
66137,['5'],2010-07-12 22:02:03
66137,['950'],2010-07-12 22:02:03
66137,['5'],2010-07-12 22:02:03
66137,['4.99'],2010-07-12 22:02:03
66137,['9.98'],2010-07-12 22:02:03
66137,['10'],2010-07-12 22:02:03
66137,['10'],2010-07-12 22:02:03
66138,['5'],2010-07-12 22:04:01
66138,['945'],2010-07-12 22:04:01
66138,['940'],2010-07-12 22:04:01
66142,['19.99'],2010-07-12 22:12:16
66142,['5'],2010-07-12 22:12:16
66142,['3215.67'],2010-07-12 22:12:16
66142,['930'],2010-07-12 22:12:16
66143,['100'],2010-07-12 22:13:31
66143,['5'],2010-07-12 22:13:31
66146,['920'],2010-07-12 22:16:59
66146,['5'],2010-07-12 22:16:59
66146,['920'],2010-07-12 22:16:59
66147,['915'],2010-07-12 22:19:36
66147,['910'],2010-07-12 22:19:36
66147,['4'],2010-07-12 22:19:36
66147,['421.06'],2010-07-12 22:19:36
66147,['905'],2010-07-12 22:19:36
66147,['900'],2010-07-12 22:19:36
66148,['5'],2010-07-12 22:24:15
66148,['5'],2010-07-12 22:24:15
66148,['895'],2010-07-12 22:24:15
66155,['885'],2010-07-12 22:28:06
66155,['880'],2010-07-12 22:28:06
66157,['50'],2010-07-12 22:36:03
66157,['0.81'],2010-07-12 22:36:03
66158,['100'],2010-07-12 22:42:25
66158,['5'],2010-07-12 22:42:25
66158,['875'],2010-07-12 22:42:25
66158,['5'],2010-07-12 22:42:25
66158,['5'],2010-07-12 22:42:25
66158,['870'],2010-07-12 22:42:25
66158,['865'],2010-07-12 22:42:25
66158,['860'],2010-07-12 22:42:25
66158,['855'],2010-07-12 22:42:25
66159,['850'],2010-07-12 22:45:51
66159,['845'],2010-07-12 22:45:51
66159,['840'],2010-07-12 22:45:51
66159,['835'],2010-07-12 22:45:51
66170,['10'],2010-07-12 22:58:12
66170,['815'],2010-07-12 22:58:12
66170,['0.01'],2010-07-12 22:58:12
66173,['5'],2010-07-12 23:04:16
66173,['805'],2010-07-12 23:04:16
66174,['9.99'],2010-07-12 23:07:53
66174,['5'],2010-07-12 23:07:53
66174,['10'],2010-07-12 23:07:53
66174,['800'],2010-07-12 23:07:53
66174,['795'],2010-07-12 23:07:53
66174,['4.99'],2010-07-12 23:07:53
66174,['4.98'],2010-07-12 23:07:53
66174,['4.97'],2010-07-12 23:07:53
66174,['4.96'],2010-07-12 23:07:53
66174,['4.95'],2010-07-12 23:07:53
66174,['4.94'],2010-07-12 23:07:53
66174,['4.93'],2010-07-12 23:07:53
66174,['4.92'],2010-07-12 23:07:53
66174,['4.91'],2010-07-12 23:07:53
66174,['4.9'],2010-07-12 23:07:53
66174,['4.89'],2010-07-12 23:07:53
66174,['4.88'],2010-07-12 23:07:53
66174,['4.87'],2010-07-12 23:07:53
66174,['4.86'],2010-07-12 23:07:53
66174,['4.85'],2010-07-12 23:07:53
66174,['4.84'],2010-07-12 23:07:53
66174,['4.83'],2010-07-12 23:07:53
66174,['4.82'],2010-07-12 23:07:53
66174,['4.81'],2010-07-12 23:07:53
66174,['4.8'],2010-07-12 23:07:53
66174,['4.79'],2010-07-12 23:07:53
66174,['4.78'],2010-07-12 23:07:53
66174,['4.77'],2010-07-12 23:07:53
66174,['4.76'],2010-07-12 23:07:53
66174,['4.75'],2010-07-12 23:07:53
66174,['4.74'],2010-07-12 23:07:53
66174,['4.73'],2010-07-12 23:07:53
66174,['4.72'],2010-07-12 23:07:53
66174,['4.71'],2010-07-12 23:07:53
66174,['4.7'],2010-07-12 23:07:53
66174,['4.69'],2010-07-12 23:07:53
66174,['4.68'],2010-07-12 23:07:53
66174,['4.67'],2010-07-12 23:07:53
66174,['4.66'],2010-07-12 23:07:53
66174,['4.65'],2010-07-12 23:07:53
66174,['4.64'],2010-07-12 23:07:53
66174,['4.63'],2010-07-12 23:07:53
66174,['4.62'],2010-07-12 23:07:53
66174,['4.61'],2010-07-12 23:07:53
66174,['4.6'],2010-07-12 23:07:53
66174,['4.59'],2010-07-12 23:07:53
66174,['4.58'],2010-07-12 23:07:53
66174,['4.57'],2010-07-12 23:07:53
66174,['4.56'],2010-07-12 23:07:53
66174,['4.55'],2010-07-12 23:07:53
66174,['4.54'],2010-07-12 23:07:53
66174,['4.53'],2010-07-12 23:07:53
66174,['4.52'],2010-07-12 23:07:53
66174,['4.51'],2010-07-12 23:07:53
66174,['4.5'],2010-07-12 23:07:53
66174,['4.49'],2010-07-12 23:07:53
66174,['4.48'],2010-07-12 23:07:53
66174,['4.47'],2010-07-12 23:07:53
66174,['4.46'],2010-07-12 23:07:53
66174,['4.45'],2010-07-12 23:07:53
66174,['4.44'],2010-07-12 23:07:53
66174,['4.43'],2010-07-12 23:07:53
66174,['4.42'],2010-07-12 23:07:53
66174,['4.41'],2010-07-12 23:07:53
66174,['4.4'],2010-07-12 23:07:53
66174,['4.39'],2010-07-12 23:07:53
66174,['4.38'],2010-07-12 23:07:53
66174,['4.37'],2010-07-12 23:07:53
66174,['4.36'],2010-07-12 23:07:53
66174,['4.35'],2010-07-12 23:07:53
66174,['4.34'],2010-07-12 23:07:53
66174,['4.33'],2010-07-12 23:07:53
66174,['4.32'],2010-07-12 23:07:53
66174,['4.31'],2010-07-12 23:07:53
66174,['4.3'],2010-07-12 23:07:53
66174,['4.29'],2010-07-12 23:07:53
66174,['4.28'],2010-07-12 23:07:53
66174,['4.27'],2010-07-12 23:07:53
66174,['4.26'],2010-07-12 23:07:53
66174,['4.25'],2010-07-12 23:07:53
66174,['4.24'],2010-07-12 23:07:53
66174,['4.23'],2010-07-12 23:07:53
66174,['4.22'],2010-07-12 23:07:53
66174,['4.21'],2010-07-12 23:07:53
66174,['4.2'],2010-07-12 23:07:53
66174,['4.19'],2010-07-12 23:07:53
66174,['4.18'],2010-07-12 23:07:53
66174,['4.17'],2010-07-12 23:07:53
66174,['4.16'],2010-07-12 23:07:53
66174,['4.15'],2010-07-12 23:07:53
66174,['4.14'],2010-07-12 23:07:53
66174,['4.13'],2010-07-12 23:07:53
66174,['4.12'],2010-07-12 23:07:53
66174,['4.11'],2010-07-12 23:07:53
66174,['4.1'],2010-07-12 23:07:53
66174,['4.09'],2010-07-12 23:07:53
66175,['4.08'],2010-07-12 23:10:36
66175,['5'],2010-07-12 23:10:36
66175,['4.07'],2010-07-12 23:10:36
66175,['4.06'],2010-07-12 23:10:36
66175,['4.05'],2010-07-12 23:10:36
66175,['4.04'],2010-07-12 23:10:36
66175,['4.03'],2010-07-12 23:10:36
66175,['4.02'],2010-07-12 23:10:36
66175,['4.01'],2010-07-12 23:10:36
66175,['4'],2010-07-12 23:10:36
66175,['3.99'],2010-07-12 23:10:36
66175,['3.98'],2010-07-12 23:10:36
66175,['3.97'],2010-07-12 23:10:36
66175,['3.96'],2010-07-12 23:10:36
66175,['3.95'],2010-07-12 23:10:36
66180,['785'],2010-07-12 23:14:44
66180,['5'],2010-07-12 23:14:44
66180,['5'],2010-07-12 23:14:44
66184,['10'],2010-07-12 23:21:33
66184,['780'],2010-07-12 23:21:33
66184,['5'],2010-07-12 23:21:33
66184,['10'],2010-07-12 23:21:33
66184,['775'],2010-07-12 23:21:33
66186,['50'],2010-07-12 23:28:47
66186,['5'],2010-07-12 23:28:47
66186,['770'],2010-07-12 23:28:47
66186,['765'],2010-07-12 23:28:47
66186,['5'],2010-07-12 23:28:47
66186,['760'],2010-07-12 23:28:47
66186,['755'],2010-07-12 23:28:47
66187,['750'],2010-07-12 23:30:38
66187,['745'],2010-07-12 23:30:38
66187,['740'],2010-07-12 23:30:38
66187,['735'],2010-07-12 23:30:38
66187,['730'],2010-07-12 23:30:38
66187,['725'],2010-07-12 23:30:38
66190,['5'],2010-07-12 23:34:27
66190,['5'],2010-07-12 23:34:27
66190,['715'],2010-07-12 23:34:27
66190,['710'],2010-07-12 23:34:27
66191,['705'],2010-07-12 23:38:54
66191,['100'],2010-07-12 23:38:54
66194,['700'],2010-07-12 23:42:02
66194,['695'],2010-07-12 23:42:02
66196,['690'],2010-07-12 23:42:48
66196,['685'],2010-07-12 23:42:48
66198,['5'],2010-07-12 23:43:55
66198,['680'],2010-07-12 23:43:55
66199,['1'],2010-07-12 23:45:43
66199,['50'],2010-07-12 23:45:43
66199,['50'],2010-07-12 23:45:43
66200,['50'],2010-07-12 23:45:56
66200,['326.94'],2010-07-12 23:45:56
66204,['675'],2010-07-12 23:53:08
66204,['5'],2010-07-12 23:53:08
66204,['670'],2010-07-12 23:53:08
66204,['5'],2010-07-12 23:53:08
66204,['665'],2010-07-12 23:53:08
66204,['660'],2010-07-12 23:53:08
66218,['635'],2010-07-13 00:09:24
66218,['50'],2010-07-13 00:09:24
66218,['50'],2010-07-13 00:09:24
66218,['25'],2010-07-13 00:09:24
66220,['630'],2010-07-13 00:12:49
66220,['625'],2010-07-13 00:12:49
66223,['1'],2010-07-13 00:15:57
66223,['620'],2010-07-13 00:15:57
66223,['5'],2010-07-13 00:15:57
66223,['1'],2010-07-13 00:15:57
66225,['615'],2010-07-13 00:19:28
66225,['0.01'],2010-07-13 00:19:28
66227,['3023.53'],2010-07-13 00:24:29
66227,['610'],2010-07-13 00:24:29
66228,['605'],2010-07-13 00:26:20
66228,['600'],2010-07-13 00:26:20
66240,['50'],2010-07-13 00:41:03
66240,['590'],2010-07-13 00:41:03
66242,['50'],2010-07-13 00:47:49
66242,['580'],2010-07-13 00:47:49
66247,['575'],2010-07-13 00:49:51
66247,['1'],2010-07-13 00:49:51
66247,['50'],2010-07-13 00:49:51
66247,['1'],2010-07-13 00:49:51
66248,['4.4'],2010-07-13 01:02:39
66248,['5'],2010-07-13 01:02:39
66248,['570'],2010-07-13 01:02:39
66248,['565'],2010-07-13 01:02:39
66248,['560'],2010-07-13 01:02:39
66248,['555'],2010-07-13 01:02:39
66248,['550'],2010-07-13 01:02:39
66253,['540'],2010-07-13 01:11:01
66253,['5'],2010-07-13 01:11:01
66253,['535'],2010-07-13 01:11:01
66255,['530'],2010-07-13 01:17:18
66255,['525'],2010-07-13 01:17:18
66256,['50'],2010-07-13 01:21:04
66256,['520'],2010-07-13 01:21:04
66256,['49'],2010-07-13 01:21:04
66256,['515'],2010-07-13 01:21:04
66257,['510'],2010-07-13 01:23:56
66257,['5'],2010-07-13 01:23:56
66259,['0.07'],2010-07-13 01:27:56
66259,['50'],2010-07-13 01:27:56
66263,['500'],2010-07-13 01:32:48
66263,['495'],2010-07-13 01:32:48
66267,['5'],2010-07-13 01:44:03
66267,['490'],2010-07-13 01:44:03
66267,['1.15'],2010-07-13 01:44:03
66267,['485'],2010-07-13 01:44:03
66267,['1.15'],2010-07-13 01:44:03
66267,['480'],2010-07-13 01:44:03
66267,['475'],2010-07-13 01:44:03
66267,['1.15'],2010-07-13 01:44:03
66267,['1.15'],2010-07-13 01:44:03
66268,['470'],2010-07-13 01:44:31
66268,['465'],2010-07-13 01:44:31
66270,['460'],2010-07-13 01:39:00
66270,['5'],2010-07-13 01:39:00
66270,['455'],2010-07-13 01:39:00
66272,['450'],2010-07-13 01:53:33
66272,['1'],2010-07-13 01:53:33
66272,['5'],2010-07-13 01:53:33
66272,['5'],2010-07-13 01:53:33
66272,['445'],2010-07-13 01:53:33
66272,['25'],2010-07-13 01:53:33
66272,['440'],2010-07-13 01:53:33
66276,['0.99'],2010-07-13 01:59:04
66276,['0.98'],2010-07-13 01:59:04
66276,['435'],2010-07-13 01:59:04
66276,['430'],2010-07-13 01:59:04
66277,['2.5'],2010-07-13 02:00:00
66277,['48'],2010-07-13 02:00:00
66277,['425'],2010-07-13 02:00:00
66277,['50'],2010-07-13 02:00:00
66278,['50'],2010-07-13 02:05:01
66278,['48'],2010-07-13 02:05:01
66279,['420'],2010-07-13 02:11:27
66279,['415'],2010-07-13 02:11:27
66279,['410'],2010-07-13 02:11:27
66283,['5'],2010-07-13 02:20:10
66283,['395'],2010-07-13 02:20:10
66283,['12'],2010-07-13 02:20:10
66285,['6000'],2010-07-13 02:21:58
66285,['390'],2010-07-13 02:21:58
66285,['10'],2010-07-13 02:21:58
66285,['385'],2010-07-13 02:21:58
66285,['380'],2010-07-13 02:21:58
66288,['50'],2010-07-13 02:20:28
66288,['375'],2010-07-13 02:20:28
66300,['20'],2010-07-13 02:37:04
66300,['5'],2010-07-13 02:37:04
66306,['46'],2010-07-13 02:44:47
66306,['365'],2010-07-13 02:44:47
66306,['360'],2010-07-13 02:44:47
66311,['49'],2010-07-13 02:55:28
66311,['50'],2010-07-13 02:55:28
66311,['355'],2010-07-13 02:55:28
66311,['350'],2010-07-13 02:55:28
66315,['46'],2010-07-13 03:05:59
66315,['345'],2010-07-13 03:05:59
66315,['3.4'],2010-07-13 03:05:59
66315,['5'],2010-07-13 03:05:59
66315,['49'],2010-07-13 03:05:59
66315,['4.95'],2010-07-13 03:05:59
66315,['340'],2010-07-13 03:05:59
66315,['5'],2010-07-13 03:05:59
66315,['5'],2010-07-13 03:05:59
66315,['335'],2010-07-13 03:05:59
66323,['325'],2010-07-13 03:20:11
66323,['50'],2010-07-13 03:20:11
66323,['320'],2010-07-13 03:20:11
66323,['15'],2010-07-13 03:20:11
66323,['315'],2010-07-13 03:20:11
66324,['5'],2010-07-13 03:23:13
66324,['50'],2010-07-13 03:23:13
66325,['5'],2010-07-13 03:24:45
66325,['310'],2010-07-13 03:24:45
66326,['305'],2010-07-13 03:24:52
66326,['300'],2010-07-13 03:24:52
66338,['50'],2010-07-13 03:33:59
66338,['3.14'],2010-07-13 03:33:59
66342,['49'],2010-07-13 03:39:59
66342,['280'],2010-07-13 03:39:59
66347,['270'],2010-07-13 03:48:15
66347,['50'],2010-07-13 03:48:15
66353,['2'],2010-07-13 03:57:47
66353,['265'],2010-07-13 03:57:47
66355,['150'],2010-07-13 03:56:38
66355,['1'],2010-07-13 03:56:38
66356,['260'],2010-07-13 04:03:54
66356,['50'],2010-07-13 04:03:54
66356,['10'],2010-07-13 04:03:54
66358,['50'],2010-07-13 04:08:46
66358,['250'],2010-07-13 04:08:46
66362,['1'],2010-07-13 04:10:51
66362,['245'],2010-07-13 04:10:51
66362,['5'],2010-07-13 04:10:51
66368,['240'],2010-07-13 04:20:51
66368,['9'],2010-07-13 04:20:51
66372,['50'],2010-07-13 04:27:46
66372,['235'],2010-07-13 04:27:46
66372,['5'],2010-07-13 04:27:46
66374,['0.03'],2010-07-13 04:31:07
66374,['230'],2010-07-13 04:31:07
66381,['48.99'],2010-07-13 04:41:18
66381,['48'],2010-07-13 04:41:18
66381,['225'],2010-07-13 04:41:18
66381,['7.14'],2010-07-13 04:41:18
66381,['220'],2010-07-13 04:41:18
66381,['49'],2010-07-13 04:41:18
66387,['5'],2010-07-13 04:47:30
66387,['5'],2010-07-13 04:47:30
66387,['5'],2010-07-13 04:47:30
66393,['400'],2010-07-13 04:55:22
66393,['210'],2010-07-13 04:55:22
66393,['50'],2010-07-13 04:55:22
66402,['50'],2010-07-13 05:16:21
66402,['10'],2010-07-13 05:16:21
66407,['9'],2010-07-13 05:26:56
66407,['5'],2010-07-13 05:26:56
66407,['5'],2010-07-13 05:26:56
66417,['10'],2010-07-13 05:40:44
66417,['190'],2010-07-13 05:40:44
66417,['185'],2010-07-13 05:40:44
66420,['10'],2010-07-13 05:45:57
66420,['180'],2010-07-13 05:45:57
66420,['10'],2010-07-13 05:45:57
66427,['50'],2010-07-13 05:51:14
66427,['10'],2010-07-13 05:51:14
66431,['5'],2010-07-13 05:58:35
66431,['10'],2010-07-13 05:58:35
66431,['50'],2010-07-13 05:58:35
66450,['41'],2010-07-13 06:26:13
66450,['100'],2010-07-13 06:26:13
66450,['155'],2010-07-13 06:26:13
66450,['50'],2010-07-13 06:26:13
66458,['145'],2010-07-13 06:33:42
66458,['10'],2010-07-13 06:33:42
66458,['140'],2010-07-13 06:33:42
66464,['130'],2010-07-13 06:42:04
66464,['5'],2010-07-13 06:42:04
66464,['5'],2010-07-13 06:42:04
66476,['10'],2010-07-13 06:52:34
66476,['200'],2010-07-13 06:52:34
66477,['10'],2010-07-13 07:02:26
66477,['125'],2010-07-13 07:02:26
66477,['5'],2010-07-13 07:02:26
66477,['23'],2010-07-13 07:02:26
66477,['10'],2010-07-13 07:02:26
66477,['50'],2010-07-13 07:02:26
66477,['10'],2010-07-13 07:02:26
66477,['4'],2010-07-13 07:02:26
66477,['50'],2010-07-13 07:02:26
66477,['3'],2010-07-13 07:02:26
66477,['10'],2010-07-13 07:02:26
66477,['2'],2010-07-13 07:02:26
66477,['1'],2010-07-13 07:02:26
66478,['10'],2010-07-13 07:04:04
66478,['10'],2010-07-13 07:04:04
66478,['0.99'],2010-07-13 07:04:04
66478,['0.98'],2010-07-13 07:04:04
66480,['50'],2010-07-13 07:06:14
66480,['150'],2010-07-13 07:06:14
66498,['5'],2010-07-13 07:27:33
66498,['59.98'],2010-07-13 07:27:33
66498,['5'],2010-07-13 07:27:33
66522,['24.98'],2010-07-13 07:51:17
66522,['19.98'],2010-07-13 07:51:17
66528,['150'],2010-07-13 08:03:57
66528,['9.98'],2010-07-13 08:03:57
66528,['5'],2010-07-13 08:03:57
66529,['100'],2010-07-13 08:06:40
66529,['120'],2010-07-13 08:06:40
66529,['200'],2010-07-13 08:06:40
66529,['115'],2010-07-13 08:06:40
66529,['110'],2010-07-13 08:06:40
66533,['50'],2010-07-13 08:11:35
66533,['50'],2010-07-13 08:11:35
66536,['3'],2010-07-13 08:21:52
66536,['100'],2010-07-13 08:21:52
66539,['95'],2010-07-13 08:37:44
66539,['5'],2010-07-13 08:37:44
66546,['10'],2010-07-13 08:56:02
66546,['50'],2010-07-13 08:56:02
66546,['50'],2010-07-13 08:56:02
66553,['80'],2010-07-13 09:02:53
66553,['75'],2010-07-13 09:02:53
66554,['5'],2010-07-13 09:06:00
66554,['5'],2010-07-13 09:06:00
66554,['70'],2010-07-13 09:06:00
66556,['65'],2010-07-13 09:08:24
66556,['60'],2010-07-13 09:08:24
66556,['5'],2010-07-13 09:08:24
66557,['0.01'],2010-07-13 09:10:35
66557,['55'],2010-07-13 09:10:35
66557,['50'],2010-07-13 09:10:35
66558,['50'],2010-07-13 09:19:38
66558,['50'],2010-07-13 09:19:38
66558,['5'],2010-07-13 09:19:38
66558,['350'],2010-07-13 09:19:38
66558,['50'],2010-07-13 09:19:38
66558,['45'],2010-07-13 09:19:38
66558,['5'],2010-07-13 09:19:38
66567,['30'],2010-07-13 09:42:17
66567,['5'],2010-07-13 09:42:17
66567,['25'],2010-07-13 09:42:17
66567,['20'],2010-07-13 09:42:17
66574,['10'],2010-07-13 10:08:30
66574,['5'],2010-07-13 10:08:30
66574,['50'],2010-07-13 10:08:30
66577,['1545'],2010-07-13 10:19:09
66577,['150'],2010-07-13 10:19:09
66577,['5'],2010-07-13 10:19:09
66577,['1540'],2010-07-13 10:19:09
66579,['50'],2010-07-13 10:24:27
66579,['1535'],2010-07-13 10:24:27
66579,['1530'],2010-07-13 10:24:27
66588,['50'],2010-07-13 10:47:26
66588,['150'],2010-07-13 10:47:26
66588,['5'],2010-07-13 10:47:26
66588,['5'],2010-07-13 10:47:26
66589,['1525'],2010-07-13 10:52:48
66589,['5'],2010-07-13 10:52:48
66601,['1515'],2010-07-13 11:16:37
66601,['50'],2010-07-13 11:16:37
66601,['250'],2010-07-13 11:16:37
66601,['1510'],2010-07-13 11:16:37
66601,['50'],2010-07-13 11:16:37
66603,['200'],2010-07-13 11:27:49
66603,['5'],2010-07-13 11:27:49
66607,['50'],2010-07-13 11:36:08
66607,['50'],2010-07-13 11:36:08
66610,['1500'],2010-07-13 11:44:01
66610,['1495'],2010-07-13 11:44:01
66613,['1490'],2010-07-13 11:50:30
66613,['1'],2010-07-13 11:50:30
66624,['75'],2010-07-13 12:17:53
66624,['75'],2010-07-13 12:17:53
66625,['0.1'],2010-07-13 12:25:33
66625,['1470'],2010-07-13 12:25:33
66625,['1465'],2010-07-13 12:25:33
66625,['2897.57'],2010-07-13 12:25:33
66625,['4.85'],2010-07-13 12:25:33
66625,['75'],2010-07-13 12:25:33
66626,['0.1'],2010-07-13 12:27:11
66626,['4'],2010-07-13 12:27:11
66626,['1460'],2010-07-13 12:27:11
66626,['1455'],2010-07-13 12:27:11
66626,['1450'],2010-07-13 12:27:11
66633,['1440'],2010-07-13 12:40:37
66633,['5'],2010-07-13 12:40:37
66634,['1435'],2010-07-13 12:44:52
