"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 03, 2015","11,107.93","11,101.87","11,147.81","11,082.00","-","0.24%"
"Jun 02, 2015","11,080.89","11,057.14","11,117.60","11,027.80","-","0.17%"
"Jun 01, 2015","11,061.68","11,081.67","11,093.34","11,023.28","-","0.05%"
"May 29, 2015","11,056.30","11,116.21","11,117.16","11,033.06","-","-0.69%"
"May 28, 2015","11,132.74","11,128.76","11,135.96","11,075.67","-","-0.10%"
"May 27, 2015","11,143.35","11,076.26","11,155.19","11,069.15","-","0.71%"
"May 26, 2015","11,065.32","11,197.60","11,197.60","11,042.88","-","-1.18%"
"May 22, 2015","11,197.69","11,213.94","11,225.06","11,197.67","-","-0.37%"
"May 21, 2015","11,239.66","11,212.52","11,254.87","11,206.46","-","0.26%"
"May 20, 2015","11,210.24","11,221.41","11,246.70","11,196.54","-","-0.03%"
"May 19, 2015","11,213.15","11,214.43","11,232.46","11,195.56","-","-0.13%"
"May 18, 2015","11,227.89","11,207.03","11,236.79","11,192.62","-","-0.00%"
"May 15, 2015","11,228.35","11,202.98","11,228.69","11,172.67","-","0.19%"
"May 14, 2015","11,207.33","11,163.95","11,208.75","11,161.64","-","0.81%"
"May 13, 2015","11,117.00","11,131.53","11,165.80","11,103.10","-","0.03%"
"May 12, 2015","11,113.17","11,106.10","11,136.72","11,058.98","-","-0.25%"
"May 11, 2015","11,140.74","11,182.12","11,198.44","11,134.18","-","-0.50%"
"May 08, 2015","11,196.50","11,138.65","11,205.96","11,138.65","-","1.45%"
"May 07, 2015","11,036.40","10,997.92","11,051.98","10,961.18","-","0.19%"
"May 06, 2015","11,015.99","11,082.06","11,098.21","10,963.14","-","-0.30%"
"May 05, 2015","11,049.34","11,171.51","11,180.21","11,039.97","-","-1.11%"
"May 04, 2015","11,173.28","11,154.99","11,192.88","11,154.99","-","0.30%"
"May 01, 2015","11,140.36","11,074.95","11,141.02","11,072.99","-","0.82%"
"Apr 30, 2015","11,049.74","11,116.72","11,127.91","11,013.66","-","-0.94%"
"Apr 29, 2015","11,154.11","11,161.96","11,185.59","11,117.32","-","-0.44%"
"Apr 28, 2015","11,203.08","11,165.07","11,204.16","11,105.41","-","0.32%"
"Apr 27, 2015","11,167.31","11,226.42","11,248.99","11,160.52","-","-0.23%"
"Apr 24, 2015","11,192.93","11,199.94","11,207.80","11,172.42","-","0.01%"
"Apr 23, 2015","11,191.48","11,128.15","11,221.14","11,118.93","-","0.42%"
"Apr 22, 2015","11,144.45","11,113.25","11,154.23","11,067.27","-","0.40%"
"Apr 21, 2015","11,100.38","11,115.80","11,161.95","11,085.48","-","-0.15%"
"Apr 20, 2015","11,116.57","11,058.51","11,144.88","11,058.51","-","0.53%"
"Apr 17, 2015","11,058.45","11,113.51","11,113.51","11,010.93","-","-1.00%"
"Apr 16, 2015","11,169.75","11,171.50","11,203.07","11,134.03","-","-0.01%"
"Apr 15, 2015","11,171.06","11,136.89","11,196.98","11,136.13","-","0.57%"
"Apr 14, 2015","11,108.07","11,078.76","11,117.03","11,045.31","-","0.46%"
"Apr 13, 2015","11,056.76","11,110.18","11,123.62","11,056.37","-","-0.50%"
"Apr 10, 2015","11,112.68","11,077.74","11,114.51","11,075.60","-","0.43%"
"Apr 09, 2015","11,065.39","11,028.75","11,072.92","10,993.27","-","0.29%"
"Apr 08, 2015","11,032.99","11,038.52","11,073.67","10,995.28","-","0.18%"
"Apr 07, 2015","11,013.24","11,042.00","11,082.15","11,012.11","-","-0.18%"
"Apr 06, 2015","11,033.12","10,936.84","11,068.63","10,927.02","-","0.73%"
"Apr 02, 2015","10,953.16","10,897.66","10,974.98","10,895.31","-","0.57%"
"Apr 01, 2015","10,891.61","10,906.13","10,909.02","10,834.02","-","-0.07%"
"Mar 31, 2015","10,899.18","10,914.05","10,955.34","10,890.80","-","-0.82%"
"Mar 30, 2015","10,989.16","10,919.05","11,009.01","10,919.05","-","1.05%"
"Mar 27, 2015","10,875.14","10,860.65","10,877.66","10,838.57","-","0.09%"
"Mar 26, 2015","10,865.15","10,877.19","10,911.15","10,815.96","-","-0.30%"
"Mar 25, 2015","10,897.51","11,036.95","11,057.04","10,897.18","-","-1.11%"
"Mar 24, 2015","11,019.75","11,071.95","11,080.66","11,019.75","-","-0.46%"
"Mar 23, 2015","11,070.89","11,089.66","11,115.58","11,070.54","-","0.00%"
"Mar 20, 2015","11,070.53","10,932.50","11,094.27","10,932.50","-","1.27%"
"Mar 19, 2015","10,931.36","10,976.83","10,976.83","10,908.01","-","-0.80%"
"Mar 18, 2015","11,019.72","10,846.43","11,055.01","10,826.04","-","1.45%"
"Mar 17, 2015","10,862.43","10,843.68","10,879.08","10,808.92","-","-0.17%"
"Mar 16, 2015","10,881.18","10,787.47","10,883.78","10,787.47","-","1.21%"
"Mar 13, 2015","10,751.02","10,784.09","10,784.09","10,677.59","-","-0.65%"
"Mar 12, 2015","10,820.87","10,734.71","10,821.24","10,734.71","-","1.33%"
"Mar 11, 2015","10,678.76","10,686.65","10,705.97","10,659.03","-","0.00%"
"Mar 10, 2015","10,678.41","10,802.50","10,802.50","10,678.39","-","-1.73%"
"Mar 09, 2015","10,866.62","10,846.05","10,885.08","10,845.98","-","0.23%"
"Mar 06, 2015","10,842.17","10,964.23","10,964.23","10,826.45","-","-1.56%"
"Mar 05, 2015","11,014.26","11,014.71","11,036.20","10,992.17","-","0.09%"
"Mar 04, 2015","11,004.68","11,018.80","11,018.80","10,941.14","-","-0.42%"
"Mar 03, 2015","11,051.22","11,090.77","11,090.77","11,012.66","-","-0.46%"
"Mar 02, 2015","11,102.82","11,053.66","11,103.34","11,052.29","-","0.36%"
"Feb 27, 2015","11,062.79","11,078.54","11,100.24","11,062.12","-","-0.17%"
"Feb 26, 2015","11,082.10","11,111.84","11,111.84","11,053.86","-","-0.32%"
"Feb 25, 2015","11,117.93","11,119.64","11,142.56","11,097.79","-","-0.04%"
"Feb 24, 2015","11,122.11","11,082.13","11,133.78","11,070.57","-","0.43%"
"Feb 23, 2015","11,074.58","11,091.46","11,091.46","11,047.21","-","-0.31%"
"Feb 20, 2015","11,108.67","11,025.27","11,111.41","10,976.29","-","0.64%"
"Feb 19, 2015","11,038.26","11,027.00","11,064.62","11,010.15","-","-0.23%"
"Feb 18, 2015","11,064.09","11,054.46","11,064.13","11,018.97","-","0.09%"
"Feb 17, 2015","11,054.46","11,042.78","11,070.07","11,001.03","-","0.11%"
"Feb 13, 2015","11,042.69","11,009.87","11,045.93","11,000.78","-","0.43%"
"Feb 12, 2015","10,995.31","10,924.19","10,997.12","10,924.19","-","0.98%"
"Feb 11, 2015","10,889.05","10,883.91","10,907.81","10,831.52","-","-0.24%"
"Feb 10, 2015","10,915.14","10,860.71","10,924.65","10,811.27","-","0.82%"
"Feb 09, 2015","10,826.59","10,831.04","10,862.88","10,803.97","-","-0.19%"
"Feb 06, 2015","10,847.51","10,903.29","10,931.76","10,820.83","-","-0.45%"
"Feb 05, 2015","10,896.06","10,821.35","10,901.22","10,820.57","-","1.12%"
"Feb 04, 2015","10,775.04","10,803.49","10,843.85","10,753.98","-","-0.67%"
"Feb 03, 2015","10,847.41","10,721.57","10,847.44","10,721.57","-","1.67%"
"Feb 02, 2015","10,669.03","10,567.96","10,676.44","10,495.71","-","1.25%"
"Jan 30, 2015","10,537.22","10,636.04","10,670.18","10,532.55","-","-1.44%"
"Jan 29, 2015","10,691.63","10,617.89","10,703.12","10,546.75","-","0.83%"
"Jan 28, 2015","10,603.86","10,797.23","10,804.17","10,596.88","-","-1.65%"
"Jan 27, 2015","10,781.83","10,793.04","10,830.20","10,718.85","-","-0.60%"
"Jan 26, 2015","10,847.15","10,787.30","10,848.04","10,748.73","-","0.55%"
"Jan 23, 2015","10,788.33","10,854.23","10,854.23","10,784.57","-","-0.65%"
"Jan 22, 2015","10,859.34","10,753.58","10,869.00","10,699.73","-","1.30%"
"Jan 21, 2015","10,720.40","10,646.00","10,735.65","10,616.99","-","0.58%"
"Jan 20, 2015","10,658.62","10,682.00","10,703.18","10,589.46","-","-0.02%"
"Jan 16, 2015","10,660.32","10,508.62","10,664.53","10,503.35","-","1.39%"
"Jan 15, 2015","10,514.60","10,606.63","10,636.68","10,511.05","-","-0.48%"
"Jan 14, 2015","10,565.41","10,622.57","10,622.57","10,442.80","-","-0.54%"
"Jan 13, 2015","10,622.96","10,640.74","10,773.28","10,543.49","-","-0.17%"
"Jan 12, 2015","10,640.74","10,712.65","10,717.01","10,597.40","-","-0.66%"
"Jan 09, 2015","10,711.41","10,811.82","10,811.82","10,680.53","-","-0.83%"
"Jan 08, 2015","10,800.55","10,686.00","10,809.46","10,686.00","-","1.63%"
"Jan 07, 2015","10,627.13","10,514.48","10,638.74","10,514.48","-","1.07%"
"Jan 06, 2015","10,514.87","10,610.78","10,647.21","10,457.89","-","-0.87%"
"Jan 05, 2015","10,607.68","10,764.37","10,764.37","10,588.04","-","-2.06%"
"Jan 02, 2015","10,830.92","10,859.80","10,889.25","10,770.50","-","-0.08%"
"Dec 31, 2014","10,839.24","10,941.68","10,948.60","10,834.26","-","-0.86%"
"Dec 30, 2014","10,932.99","10,963.54","10,963.54","10,931.55","-","-0.50%"
"Dec 29, 2014","10,988.01","10,974.88","11,007.82","10,962.61","-","0.02%"
"Dec 26, 2014","10,985.40","10,975.29","11,008.54","10,975.29","-","0.28%"
"Dec 24, 2014","10,955.11","10,962.23","10,979.75","10,949.49","-","0.03%"
"Dec 23, 2014","10,951.76","10,935.73","10,971.98","10,934.90","-","0.29%"
"Dec 22, 2014","10,919.99","10,890.25","10,921.31","10,879.23","-","0.27%"
"Dec 19, 2014","10,890.24","10,835.33","10,919.51","10,825.67","-","0.54%"
"Dec 18, 2014","10,831.62","10,709.54","10,831.64","10,692.38","-","2.15%"
"Dec 17, 2014","10,603.50","10,411.54","10,614.57","10,411.53","-","2.05%"
"Dec 16, 2014","10,390.02","10,386.11","10,583.69","10,360.03","-","-0.20%"
"Dec 15, 2014","10,411.18","10,535.52","10,571.47","10,373.80","-","-0.85%"
"Dec 12, 2014","10,500.51","10,690.14","10,690.14","10,500.50","-","-1.77%"
"Dec 11, 2014","10,690.14","10,671.07","10,786.42","10,671.07","-","0.26%"
"Dec 10, 2014","10,662.24","10,816.77","10,816.77","10,649.12","-","-1.71%"
"Dec 09, 2014","10,847.36","10,863.56","10,863.56","10,742.73","-","-0.15%"
"Dec 08, 2014","10,863.54","10,941.62","10,946.40","10,835.12","-","-0.97%"
"Dec 05, 2014","10,970.29","10,957.40","10,992.64","10,949.17","-","0.16%"
"Dec 04, 2014","10,952.30","10,966.93","10,980.13","10,908.58","-","-0.32%"
"Dec 03, 2014","10,987.41","10,942.70","10,996.67","10,933.01","-","0.43%"
"Dec 02, 2014","10,940.12","10,888.44","10,950.46","10,888.04","-","0.48%"
"Dec 01, 2014","10,888.37","10,933.11","10,933.11","10,864.08","-","-0.61%"
"Nov 28, 2014","10,955.41","10,993.08","11,000.50","10,945.73","-","-0.84%"
"Nov 26, 2014","11,047.91","11,036.81","11,049.31","11,022.88","-","0.17%"
"Nov 25, 2014","11,029.37","11,053.26","11,068.27","11,013.01","-","-0.11%"
"Nov 24, 2014","11,041.42","11,038.85","11,061.44","11,023.55","-","0.14%"
"Nov 21, 2014","11,025.74","10,937.97","11,063.79","10,937.97","-","0.80%"
"Nov 20, 2014","10,937.97","10,888.09","10,941.77","10,879.30","-","0.10%"
"Nov 19, 2014","10,927.48","10,938.56","10,948.00","10,885.47","-","-0.13%"
"Nov 18, 2014","10,941.70","10,896.63","10,963.79","10,896.63","-","0.54%"
"Nov 17, 2014","10,883.25","10,859.81","10,895.36","10,847.01","-","0.02%"
"Nov 14, 2014","10,880.63","10,861.47","10,883.56","10,850.76","-","0.11%"
"Nov 13, 2014","10,868.92","10,884.10","10,911.89","10,827.87","-","-0.14%"
"Nov 12, 2014","10,884.03","10,907.53","10,907.53","10,851.55","-","-0.22%"
"Nov 11, 2014","10,907.53","10,892.54","10,911.88","10,876.66","-","0.14%"
"Nov 10, 2014","10,892.56","10,876.91","10,898.16","10,862.02","-","0.26%"
"Nov 07, 2014","10,864.58","10,837.84","10,870.90","10,819.04","-","0.19%"
"Nov 06, 2014","10,843.54","10,824.07","10,844.57","10,773.81","-","0.18%"
"Nov 05, 2014","10,824.07","10,804.04","10,824.89","10,777.52","-","0.61%"
"Nov 04, 2014","10,758.08","10,781.06","10,781.62","10,704.56","-","-0.47%"
"Nov 03, 2014","10,808.67","10,834.40","10,851.58","10,790.21","-","-0.33%"
"Oct 31, 2014","10,845.00","10,772.93","10,846.09","10,772.93","-","1.24%"
"Oct 30, 2014","10,712.19","10,626.14","10,739.49","10,605.90","-","0.62%"
"Oct 29, 2014","10,646.66","10,690.31","10,716.57","10,583.48","-","-0.29%"
"Oct 28, 2014","10,677.88","10,576.91","10,677.89","10,576.91","-","1.27%"
"Oct 27, 2014","10,544.42","10,547.66","10,559.76","10,483.76","-","-0.36%"
"Oct 24, 2014","10,582.62","10,529.28","10,586.61","10,496.81","-","0.60%"
"Oct 23, 2014","10,519.28","10,476.33","10,576.62","10,476.33","-","1.09%"
"Oct 22, 2014","10,405.81","10,502.11","10,532.73","10,405.15","-","-0.90%"
"Oct 21, 2014","10,500.78","10,370.70","10,509.99","10,370.70","-","1.68%"
"Oct 20, 2014","10,327.34","10,227.22","10,330.08","10,227.22","-","0.75%"
"Oct 17, 2014","10,250.54","10,212.90","10,305.03","10,201.75","-","1.25%"
"Oct 16, 2014","10,123.73","10,004.83","10,194.71","9,939.40","-","0.14%"
"Oct 15, 2014","10,109.67","10,083.91","10,139.21","9,886.08","-","-0.75%"
"Oct 14, 2014","10,185.91","10,193.98","10,295.61","10,153.21","-","0.19%"
"Oct 13, 2014","10,166.74","10,317.54","10,362.07","10,163.82","-","-1.23%"
"Oct 10, 2014","10,293.14","10,397.37","10,442.20","10,292.60","-","-1.12%"
"Oct 09, 2014","10,409.38","10,614.97","10,617.66","10,405.28","-","-2.22%"
"Oct 08, 2014","10,645.67","10,485.79","10,648.98","10,421.63","-","1.54%"
"Oct 07, 2014","10,484.55","10,605.33","10,608.94","10,483.43","-","-1.53%"
"Oct 06, 2014","10,647.51","10,671.69","10,704.90","10,611.23","-","0.11%"
"Oct 03, 2014","10,635.49","10,579.49","10,649.11","10,575.41","-","0.76%"
"Oct 02, 2014","10,555.71","10,557.33","10,585.52","10,441.15","-","-0.15%"
"Oct 01, 2014","10,571.55","10,688.65","10,688.65","10,546.92","-","-1.23%"
"Sep 30, 2014","10,702.93","10,745.02","10,775.30","10,685.00","-","-0.43%"
"Sep 29, 2014","10,749.05","10,727.76","10,766.13","10,687.93","-","-0.46%"
"Sep 26, 2014","10,798.88","10,732.30","10,819.76","10,720.39","-","0.72%"
"Sep 25, 2014","10,722.21","10,863.60","10,863.60","10,719.58","-","-1.50%"
"Sep 24, 2014","10,885.60","10,818.76","10,897.57","10,792.49","-","0.65%"
"Sep 23, 2014","10,815.42","10,861.22","10,889.53","10,815.42","-","-0.71%"
"Sep 22, 2014","10,892.64","10,978.60","10,978.60","10,880.41","-","-0.88%"
"Sep 19, 2014","10,989.57","11,046.39","11,060.60","10,975.35","-","-0.31%"
"Sep 18, 2014","11,024.06","10,998.36","11,031.13","10,998.36","-","0.46%"
"Sep 17, 2014","10,973.74","10,993.24","11,027.67","10,942.90","-","-0.06%"
"Sep 16, 2014","10,980.14","10,890.46","11,001.21","10,883.69","-","0.65%"
"Sep 15, 2014","10,909.31","10,909.85","10,925.93","10,881.05","-","-0.02%"
"Sep 12, 2014","10,911.39","10,965.32","10,965.32","10,883.66","-","-0.59%"
"Sep 11, 2014","10,975.99","10,933.37","10,977.80","10,917.78","-","0.03%"
"Sep 10, 2014","10,972.21","10,946.70","10,974.98","10,909.65","-","0.24%"
"Sep 09, 2014","10,945.61","10,994.15","10,994.15","10,923.00","-","-0.56%"
"Sep 08, 2014","11,007.39","11,059.25","11,059.25","10,981.49","-","-0.60%"
"Sep 05, 2014","11,073.40","11,019.86","11,073.42","10,987.38","-","0.39%"
"Sep 04, 2014","11,030.40","11,070.20","11,108.39","11,003.81","-","-0.30%"
"Sep 03, 2014","11,063.55","11,081.76","11,095.72","11,050.79","-","0.23%"
"Sep 02, 2014","11,038.12","11,050.57","11,055.02","11,000.51","-","-0.07%"
"Aug 29, 2014","11,046.33","11,023.80","11,046.79","10,997.41","-","0.33%"
"Aug 28, 2014","11,009.70","10,999.74","11,017.66","10,977.06","-","-0.26%"
"Aug 27, 2014","11,037.89","11,042.12","11,045.64","11,018.37","-","0.11%"
"Aug 26, 2014","11,025.37","11,016.43","11,054.19","11,016.43","-","0.18%"
"Aug 25, 2014","11,005.36","10,976.74","11,024.38","10,976.74","-","0.53%"
"Aug 22, 2014","10,947.33","10,973.05","10,976.27","10,923.36","-","-0.32%"
"Aug 21, 2014","10,982.83","10,958.11","10,994.84","10,953.49","-","0.30%"
"Aug 20, 2014","10,949.48","10,909.33","10,957.92","10,898.42","-","0.18%"
"Aug 19, 2014","10,929.66","10,901.00","10,934.07","10,895.75","-","0.40%"
"Aug 18, 2014","10,886.51","10,824.26","10,886.54","10,824.26","-","0.84%"
"Aug 15, 2014","10,796.03","10,833.49","10,848.40","10,724.07","-","-0.06%"
"Aug 14, 2014","10,802.63","10,756.30","10,802.67","10,756.30","-","0.43%"
"Aug 13, 2014","10,756.18","10,731.91","10,768.48","10,717.49","-","0.47%"
"Aug 12, 2014","10,705.78","10,709.06","10,736.02","10,681.56","-","-0.16%"
"Aug 11, 2014","10,722.79","10,716.18","10,763.33","10,716.18","-","0.30%"
"Aug 08, 2014","10,691.10","10,591.07","10,693.56","10,572.95","-","1.01%"
"Aug 07, 2014","10,583.79","10,677.01","10,694.56","10,557.61","-","-0.65%"
"Aug 06, 2014","10,653.42","10,606.07","10,686.40","10,601.99","-","-0.04%"
"Aug 05, 2014","10,657.32","10,728.92","10,736.08","10,623.68","-","-1.02%"
"Aug 04, 2014","10,766.68","10,692.17","10,780.45","10,669.42","-","0.70%"
"Aug 01, 2014","10,692.16","10,699.81","10,756.06","10,642.88","-","-0.32%"
"Jul 31, 2014","10,726.43","10,866.31","10,866.31","10,726.38","-","-1.86%"
"Jul 30, 2014","10,929.79","10,957.98","10,974.18","10,887.09","-","-0.06%"
"Jul 29, 2014","10,936.70","11,005.30","11,014.83","10,936.68","-","-0.46%"
"Jul 28, 2014","10,987.24","10,984.36","10,997.99","10,933.21","-","0.01%"
"Jul 25, 2014","10,985.81","11,038.56","11,038.56","10,969.94","-","-0.48%"
"Jul 24, 2014","11,038.56","11,038.89","11,058.96","11,027.47","-","0.13%"
"Jul 23, 2014","11,023.90","11,027.38","11,035.15","11,006.52","-","0.07%"
"Jul 22, 2014","11,016.24","10,988.85","11,033.07","10,988.85","-","0.53%"
"Jul 21, 2014","10,957.67","10,951.18","10,966.98","10,912.51","-","-0.26%"
"Jul 18, 2014","10,985.92","10,908.42","10,995.75","10,908.42","-","0.88%"
"Jul 17, 2014","10,890.44","10,982.73","11,011.93","10,879.67","-","-1.16%"
"Jul 16, 2014","11,017.88","11,006.36","11,024.32","10,983.35","-","0.48%"
"Jul 15, 2014","10,965.64","10,995.68","11,017.92","10,927.73","-","-0.24%"
"Jul 14, 2014","10,991.47","10,980.18","11,006.09","10,980.18","-","0.50%"
"Jul 11, 2014","10,936.35","10,927.99","10,944.47","10,900.75","-","-0.05%"
"Jul 10, 2014","10,941.34","10,941.84","10,962.29","10,880.13","-","-0.58%"
"Jul 09, 2014","11,005.50","10,977.87","11,011.87","10,965.99","-","0.39%"
"Jul 08, 2014","10,963.16","11,008.76","11,008.76","10,936.29","-","-0.66%"
"Jul 07, 2014","11,035.81","11,072.01","11,072.01","11,022.58","-","-0.62%"
"Jul 03, 2014","11,104.72","11,070.43","11,105.85","11,069.73","-","0.49%"
"Jul 02, 2014","11,050.34","11,044.66","11,064.43","11,043.36","-","0.03%"
"Jul 01, 2014","11,046.61","11,002.37","11,075.15","11,002.37","-","0.61%"
"Jun 30, 2014","10,979.42","10,969.19","10,987.32","10,955.46","-","0.05%"
"Jun 27, 2014","10,974.43","10,934.76","10,976.93","10,929.77","-","0.23%"
"Jun 26, 2014","10,949.45","10,951.75","10,954.03","10,881.94","-","-0.12%"
"Jun 25, 2014","10,962.87","10,902.71","10,966.90","10,901.33","-","0.37%"
"Jun 24, 2014","10,921.99","10,997.41","11,025.92","10,917.12","-","-0.84%"
"Jun 23, 2014","11,014.09","11,016.97","11,016.97","10,991.51","-","-0.04%"
"Jun 20, 2014","11,018.11","11,014.03","11,023.14","11,005.33","-","0.14%"
"Jun 19, 2014","11,003.08","10,991.98","11,006.18","10,971.05","-","0.25%"
"Jun 18, 2014","10,975.54","10,890.15","10,977.97","10,877.66","-","0.82%"
"Jun 17, 2014","10,886.01","10,849.61","10,890.41","10,829.67","-","0.21%"
"Jun 16, 2014","10,863.22","10,855.33","10,878.66","10,830.26","-","0.06%"
"Jun 13, 2014","10,856.22","10,836.67","10,863.45","10,813.43","-","0.29%"
"Jun 12, 2014","10,825.03","10,870.71","10,876.99","10,804.97","-","-0.44%"
"Jun 11, 2014","10,872.69","10,886.32","10,886.32","10,854.47","-","-0.38%"
"Jun 10, 2014","10,914.20","10,906.89","10,914.20","10,877.79","-","-0.04%"
"Jun 09, 2014","10,918.62","10,895.41","10,941.86","10,894.83","-","0.13%"
"Jun 06, 2014","10,904.22","10,865.19","10,905.12","10,865.19","-","0.52%"
"Jun 05, 2014","10,847.69","10,788.53","10,853.34","10,756.05","-","0.66%"
"Jun 04, 2014","10,776.78","10,752.35","10,779.48","10,733.03","-","0.06%"
"Jun 03, 2014","10,770.33","10,752.37","10,774.01","10,739.36","-","-0.02%"
"Jun 02, 2014","10,772.01","10,760.54","10,777.43","10,729.97","-","0.15%"
"May 30, 2014","10,756.32","10,734.54","10,760.87","10,726.09","-","0.04%"
"May 29, 2014","10,752.12","10,716.50","10,752.16","10,699.49","-","0.46%"
"May 28, 2014","10,702.73","10,715.38","10,723.05","10,683.78","-","-0.17%"
"May 27, 2014","10,720.62","10,713.47","10,732.13","10,701.83","-","0.36%"
"May 23, 2014","10,681.87","10,649.11","10,685.98","10,646.57","-","0.35%"
"May 22, 2014","10,644.53","10,618.37","10,663.42","10,607.77","-","0.23%"
"May 21, 2014","10,620.44","10,570.34","10,625.76","10,570.34","-","0.74%"
"May 20, 2014","10,541.95","10,601.64","10,601.64","10,519.22","-","-0.72%"
"May 19, 2014","10,618.64","10,573.83","10,621.44","10,565.32","-","0.15%"
"May 16, 2014","10,603.18","10,572.77","10,603.49","10,545.17","-","0.33%"
"May 15, 2014","10,568.37","10,636.45","10,636.45","10,518.95","-","-0.82%"
"May 14, 2014","10,656.12","10,698.74","10,698.74","10,647.52","-","-0.44%"
"May 13, 2014","10,702.86","10,708.68","10,725.09","10,698.25","-","-0.01%"
"May 12, 2014","10,703.50","10,639.72","10,706.03","10,639.72","-","0.91%"
"May 09, 2014","10,606.69","10,599.54","10,611.05","10,560.78","-","-0.04%"
"May 08, 2014","10,610.65","10,625.39","10,677.01","10,585.25","-","-0.15%"
"May 07, 2014","10,626.84","10,583.13","10,628.15","10,534.70","-","0.55%"
"May 06, 2014","10,568.68","10,620.99","10,624.51","10,567.85","-","-0.58%"
"May 05, 2014","10,630.13","10,589.42","10,634.05","10,545.44","-","0.00%"
"May 02, 2014","10,629.99","10,624.99","10,676.42","10,614.06","-","0.01%"
"May 01, 2014","10,629.34","10,626.51","10,647.79","10,595.66","-","0.02%"
"Apr 30, 2014","10,627.18","10,578.04","10,630.91","10,564.07","-","0.41%"
"Apr 29, 2014","10,583.65","10,555.49","10,597.47","10,555.49","-","0.54%"
"Apr 28, 2014","10,526.52","10,538.21","10,564.71","10,439.22","-","0.20%"
"Apr 25, 2014","10,505.01","10,552.05","10,552.05","10,484.61","-","-0.67%"
"Apr 24, 2014","10,575.91","10,598.05","10,602.18","10,535.15","-","-0.06%"
"Apr 23, 2014","10,581.89","10,594.73","10,601.92","10,571.50","-","-0.16%"
"Apr 22, 2014","10,599.02","10,569.25","10,621.23","10,566.64","-","0.38%"
"Apr 21, 2014","10,559.35","10,533.32","10,559.82","10,521.89","-","0.25%"
"Apr 17, 2014","10,532.83","10,494.43","10,554.84","10,488.50","-","0.26%"
"Apr 16, 2014","10,505.79","10,450.61","10,505.84","10,435.83","-","1.00%"
"Apr 15, 2014","10,401.98","10,367.77","10,407.31","10,271.92","-","0.41%"
"Apr 14, 2014","10,359.44","10,333.50","10,380.19","10,287.30","-","0.76%"
"Apr 11, 2014","10,280.94","10,343.74","10,369.96","10,271.36","-","-0.83%"
"Apr 10, 2014","10,366.82","10,549.40","10,554.98","10,355.89","-","-1.78%"
"Apr 09, 2014","10,554.94","10,479.64","10,555.42","10,455.06","-","0.98%"
"Apr 08, 2014","10,452.01","10,411.29","10,468.06","10,376.07","-","0.43%"
"Apr 07, 2014","10,407.42","10,500.76","10,507.78","10,391.68","-","-1.04%"
"Apr 04, 2014","10,517.05","10,641.29","10,669.43","10,505.64","-","-0.77%"
"Apr 03, 2014","10,598.48","10,619.19","10,622.56","10,568.48","-","-0.17%"
"Apr 02, 2014","10,616.87","10,585.14","10,626.90","10,572.42","-","0.31%"
"Apr 01, 2014","10,584.31","10,538.44","10,585.26","10,538.44","-","0.54%"
"Mar 31, 2014","10,527.77","10,483.70","10,534.76","10,483.70","-","0.89%"
"Mar 28, 2014","10,434.87","10,398.42","10,473.12","10,398.42","-","0.59%"
"Mar 27, 2014","10,373.44","10,360.58","10,395.73","10,330.60","-","0.14%"
"Mar 26, 2014","10,359.36","10,417.07","10,470.87","10,359.36","-","-0.55%"
"Mar 25, 2014","10,417.06","10,397.71","10,436.64","10,369.91","-","0.53%"
"Mar 24, 2014","10,362.06","10,401.07","10,440.80","10,319.27","-","-0.29%"
"Mar 21, 2014","10,392.22","10,456.66","10,481.91","10,381.77","-","-0.08%"
"Mar 20, 2014","10,400.70","10,337.98","10,408.51","10,304.89","-","0.40%"
"Mar 19, 2014","10,359.50","10,441.48","10,443.39","10,306.10","-","-0.79%"
"Mar 18, 2014","10,441.48","10,384.85","10,449.50","10,384.85","-","0.62%"
"Mar 17, 2014","10,377.02","10,326.66","10,399.44","10,326.66","-","0.89%"
"Mar 14, 2014","10,285.08","10,282.15","10,334.47","10,272.09","-","-0.12%"
"Mar 13, 2014","10,297.74","10,437.99","10,453.82","10,275.05","-","-1.16%"
"Mar 12, 2014","10,418.99","10,386.60","10,419.02","10,344.37","-","-0.06%"
"Mar 11, 2014","10,425.64","10,492.88","10,513.65","10,407.87","-","-0.58%"
"Mar 10, 2014","10,486.15","10,491.22","10,491.86","10,429.61","-","-0.25%"
"Mar 07, 2014","10,511.91","10,545.85","10,550.24","10,475.85","-","-0.13%"
"Mar 06, 2014","10,525.52","10,506.57","10,548.12","10,506.57","-","0.41%"
"Mar 05, 2014","10,482.84","10,484.41","10,498.72","10,466.09","-","-0.07%"
"Mar 04, 2014","10,489.97","10,404.81","10,502.96","10,404.81","-","1.55%"
"Mar 03, 2014","10,329.80","10,349.30","10,358.81","10,276.13","-","-0.92%"
"Feb 28, 2014","10,425.86","10,403.37","10,471.63","10,373.31","-","0.27%"
"Feb 27, 2014","10,397.81","10,340.37","10,397.90","10,325.39","-","0.46%"
"Feb 26, 2014","10,349.96","10,356.53","10,386.49","10,328.09","-","-0.04%"
"Feb 25, 2014","10,353.78","10,370.61","10,397.42","10,330.43","-","-0.15%"
"Feb 24, 2014","10,369.52","10,321.58","10,426.94","10,321.58","-","0.61%"
"Feb 21, 2014","10,306.90","10,316.88","10,353.78","10,303.35","-","-0.10%"
